Pair: (WICKET-85, WICKET-83), Cosine Score: 0.7440885305404663, Label: 1
Pair: (WICKET-46, WICKET-5062), Cosine Score: 0.5256328582763672, Label: 0
Pair: (WICKET-500, WICKET-1872), Cosine Score: 0.834706723690033, Label: 0
Pair: (WICKET-4894, WICKET-4382), Cosine Score: 0.8332669734954834, Label: 0
Pair: (WICKET-1141, WICKET-5987), Cosine Score: 0.8025676608085632, Label: 0
Pair: (WICKET-3319, WICKET-4670), Cosine Score: 0.7942171096801758, Label: 0
Pair: (WICKET-5445, WICKET-4275), Cosine Score: 0.7370900511741638, Label: 0
Pair: (WICKET-1398, WICKET-3107), Cosine Score: 0.6057423949241638, Label: 0
Pair: (WICKET-6040, WICKET-2148), Cosine Score: 0.6207388639450073, Label: 0
Pair: (WICKET-3213, WICKET-2788), Cosine Score: 0.6526461839675903, Label: 0
Pair: (WICKET-3109, WICKET-2577), Cosine Score: 0.5277711749076843, Label: 0
Pair: (WICKET-1417, WICKET-1728), Cosine Score: 0.5964688658714294, Label: 0
Pair: (WICKET-1013, WICKET-1518), Cosine Score: 0.6302030682563782, Label: 0
Pair: (WICKET-2717, WICKET-2083), Cosine Score: 0.40794044733047485, Label: 0
Pair: (WICKET-2166, WICKET-5774), Cosine Score: 0.5948541760444641, Label: 0
Pair: (WICKET-3712, WICKET-1923), Cosine Score: 0.8234840035438538, Label: 0
Pair: (WICKET-833, WICKET-5162), Cosine Score: 0.8296371698379517, Label: 0
Pair: (WICKET-1210, WICKET-3918), Cosine Score: 0.7764343619346619, Label: 0
Pair: (WICKET-30, WICKET-4503), Cosine Score: 0.6602774262428284, Label: 0
Pair: (WICKET-1931, WICKET-163), Cosine Score: 0.4859537184238434, Label: 0
Pair: (WICKET-3615, WICKET-3176), Cosine Score: 0.7453901767730713, Label: 0
Pair: (WICKET-2997, WICKET-1023), Cosine Score: 0.5323297381401062, Label: 0
Pair: (WICKET-3705, WICKET-3142), Cosine Score: 0.7687774896621704, Label: 0
Pair: (WICKET-413, WICKET-5162), Cosine Score: 0.7252073884010315, Label: 0
Pair: (WICKET-3193, WICKET-4297), Cosine Score: 0.39726361632347107, Label: 0
Pair: (WICKET-236, WICKET-2442), Cosine Score: 0.7062369585037231, Label: 0
Pair: (WICKET-647, WICKET-2199), Cosine Score: 0.8487098217010498, Label: 0
Pair: (WICKET-4085, WICKET-2496), Cosine Score: 0.6380881667137146, Label: 0
Pair: (WICKET-5333, WICKET-5573), Cosine Score: 0.6376451849937439, Label: 0
Pair: (WICKET-3122, WICKET-1338), Cosine Score: 0.8429242968559265, Label: 0
Pair: (WICKET-2850, WICKET-3008), Cosine Score: 0.7051421999931335, Label: 0
Pair: (WICKET-749, WICKET-123), Cosine Score: 0.3870631456375122, Label: 0
Pair: (WICKET-2428, WICKET-3958), Cosine Score: 0.5765222311019897, Label: 0
Pair: (WICKET-1922, WICKET-4449), Cosine Score: 0.6917721033096313, Label: 0
Pair: (WICKET-682, WICKET-1718), Cosine Score: 0.5652726888656616, Label: 0
Pair: (WICKET-1775, WICKET-1623), Cosine Score: 0.7299274802207947, Label: 0
Pair: (WICKET-4833, WICKET-1652), Cosine Score: 0.5525110960006714, Label: 0
Pair: (WICKET-3898, WICKET-3026), Cosine Score: 0.5371047258377075, Label: 0
Pair: (WICKET-14, WICKET-4977), Cosine Score: 0.6108106970787048, Label: 0
Pair: (WICKET-480, WICKET-2356), Cosine Score: 0.9162465929985046, Label: 0
Pair: (WICKET-1351, WICKET-4157), Cosine Score: 0.6486431360244751, Label: 0
Pair: (WICKET-2143, WICKET-39), Cosine Score: 0.5044956207275391, Label: 0
Pair: (WICKET-3816, WICKET-4171), Cosine Score: 0.5332654714584351, Label: 0
Pair: (WICKET-2164, WICKET-1468), Cosine Score: 0.7446845769882202, Label: 0
Pair: (WICKET-972, WICKET-1732), Cosine Score: 0.7377190589904785, Label: 0
Pair: (WICKET-1119, WICKET-1296), Cosine Score: 0.6657364964485168, Label: 0
Pair: (WICKET-3545, WICKET-4500), Cosine Score: 0.4921983480453491, Label: 0
Pair: (WICKET-5527, WICKET-3929), Cosine Score: 0.6703249216079712, Label: 0
Pair: (WICKET-2775, WICKET-2184), Cosine Score: 0.6123008131980896, Label: 0
