Pair: (PDFBOX-77, PDFBOX-61), Cosine Score: 0.9405890703201294, Label: 1
Pair: (PDFBOX-2907, PDFBOX-2822), Cosine Score: 0.8743335008621216, Label: 1
Pair: (PDFBOX-2915, PDFBOX-490), Cosine Score: 0.8649434447288513, Label: 1
Pair: (PDFBOX-2915, PDFBOX-924), Cosine Score: 0.951561689376831, Label: 1
Pair: (PDFBOX-2915, PDFBOX-984), Cosine Score: 0.9079508781433105, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1019), Cosine Score: 0.9356669187545776, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1068), Cosine Score: 0.7872515320777893, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1296), Cosine Score: 0.9494736194610596, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1436), Cosine Score: 0.9075708985328674, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1520), Cosine Score: 0.8920375108718872, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1699), Cosine Score: 0.9052799344062805, Label: 1
Pair: (PDFBOX-2915, PDFBOX-1717), Cosine Score: 0.9145696759223938, Label: 1
Pair: (PDFBOX-2915, PDFBOX-2000), Cosine Score: 0.9029807448387146, Label: 1
Pair: (PDFBOX-2915, PDFBOX-2060), Cosine Score: 0.9272855520248413, Label: 1
Pair: (PDFBOX-2915, PDFBOX-2083), Cosine Score: 0.8608125448226929, Label: 1
Pair: (PDFBOX-2915, PDFBOX-2085), Cosine Score: 0.860232949256897, Label: 1
Pair: (PDFBOX-2915, PDFBOX-2818), Cosine Score: 0.9380372166633606, Label: 1
Pair: (PDFBOX-2929, PDFBOX-2373), Cosine Score: 0.9486096501350403, Label: 1
Pair: (PDFBOX-2976, PDFBOX-2508), Cosine Score: 0.8302270174026489, Label: 1
Pair: (PDFBOX-3038, PDFBOX-3019), Cosine Score: 0.8112466931343079, Label: 1
Pair: (PDFBOX-3039, PDFBOX-3001), Cosine Score: 0.8947041630744934, Label: 1
Pair: (PDFBOX-3042, PDFBOX-3019), Cosine Score: 0.8598119616508484, Label: 1
Pair: (PDFBOX-3042, PDFBOX-3038), Cosine Score: 0.8719902634620667, Label: 1
Pair: (PDFBOX-3045, PDFBOX-2508), Cosine Score: 0.8824010491371155, Label: 1
Pair: (PDFBOX-3045, PDFBOX-2976), Cosine Score: 0.9780745506286621, Label: 1
Pair: (PDFBOX-3054, PDFBOX-3053), Cosine Score: 0.9167981743812561, Label: 1
Pair: (PDFBOX-3063, PDFBOX-1429), Cosine Score: 0.8692018389701843, Label: 1
Pair: (PDFBOX-3063, PDFBOX-2246), Cosine Score: 0.9341821670532227, Label: 1
Pair: (PDFBOX-3077, PDFBOX-2508), Cosine Score: 0.9396084547042847, Label: 1
Pair: (PDFBOX-3077, PDFBOX-2976), Cosine Score: 0.7773923277854919, Label: 1
Pair: (PDFBOX-3077, PDFBOX-3045), Cosine Score: 0.8249048590660095, Label: 1
Pair: (PDFBOX-3085, PDFBOX-3046), Cosine Score: 0.8828985691070557, Label: 1
Pair: (PDFBOX-3086, PDFBOX-3082), Cosine Score: 0.8708702921867371, Label: 1
Pair: (PDFBOX-3114, PDFBOX-1314), Cosine Score: 0.8935654163360596, Label: 1
Pair: (PDFBOX-3114, PDFBOX-1370), Cosine Score: 0.9315721988677979, Label: 1
Pair: (PDFBOX-3114, PDFBOX-1751), Cosine Score: 0.9406558275222778, Label: 1
Pair: (PDFBOX-3114, PDFBOX-1780), Cosine Score: 0.9357044100761414, Label: 1
Pair: (PDFBOX-3118, PDFBOX-3000), Cosine Score: 0.9279654026031494, Label: 1
Pair: (PDFBOX-3130, PDFBOX-2158), Cosine Score: 0.908092200756073, Label: 1
Pair: (PDFBOX-3182, PDFBOX-3000), Cosine Score: 0.8223405480384827, Label: 1
Pair: (PDFBOX-3182, PDFBOX-3118), Cosine Score: 0.8526607155799866, Label: 1
Pair: (PDFBOX-46, PDFBOX-577), Cosine Score: 0.7979064583778381, Label: 0
Pair: (PDFBOX-2121, PDFBOX-964), Cosine Score: 0.9220909476280212, Label: 0
Pair: (PDFBOX-903, PDFBOX-2512), Cosine Score: 0.8738017082214355, Label: 0
Pair: (PDFBOX-3199, PDFBOX-2529), Cosine Score: 0.6336067914962769, Label: 0
Pair: (PDFBOX-1072, PDFBOX-1443), Cosine Score: 0.7985029816627502, Label: 0
Pair: (PDFBOX-361, PDFBOX-1735), Cosine Score: 0.9307292699813843, Label: 0
Pair: (PDFBOX-1188, PDFBOX-2421), Cosine Score: 0.7997074127197266, Label: 0
Pair: (PDFBOX-657, PDFBOX-171), Cosine Score: 0.8763635754585266, Label: 0
Pair: (PDFBOX-1800, PDFBOX-1092), Cosine Score: 0.7581527233123779, Label: 0
Pair: (PDFBOX-1449, PDFBOX-2399), Cosine Score: 0.8276262283325195, Label: 0
Pair: (PDFBOX-3159, PDFBOX-2026), Cosine Score: 0.884651780128479, Label: 0
Pair: (PDFBOX-1678, PDFBOX-3091), Cosine Score: 0.8988861441612244, Label: 0
Pair: (PDFBOX-50, PDFBOX-3021), Cosine Score: 0.8078577518463135, Label: 0
Pair: (PDFBOX-2088, PDFBOX-2295), Cosine Score: 0.9426513910293579, Label: 0
Pair: (PDFBOX-555, PDFBOX-1471), Cosine Score: 0.7853150963783264, Label: 0
Pair: (PDFBOX-2398, PDFBOX-2321), Cosine Score: 0.9037539958953857, Label: 0
Pair: (PDFBOX-3134, PDFBOX-1595), Cosine Score: 0.8379698991775513, Label: 0
Pair: (PDFBOX-1691, PDFBOX-1724), Cosine Score: 0.7562991380691528, Label: 0
Pair: (PDFBOX-48, PDFBOX-1582), Cosine Score: 0.7855634689331055, Label: 0
Pair: (PDFBOX-422, PDFBOX-2288), Cosine Score: 0.8660925030708313, Label: 0
Pair: (PDFBOX-1520, PDFBOX-212), Cosine Score: 0.8890669941902161, Label: 0
Pair: (PDFBOX-679, PDFBOX-2111), Cosine Score: 0.7681499719619751, Label: 0
Pair: (PDFBOX-26, PDFBOX-1266), Cosine Score: 0.8527737855911255, Label: 0
Pair: (PDFBOX-2048, PDFBOX-549), Cosine Score: 0.8893855810165405, Label: 0
Pair: (PDFBOX-467, PDFBOX-2170), Cosine Score: 0.9123311042785645, Label: 0
Pair: (PDFBOX-1105, PDFBOX-1271), Cosine Score: 0.7828090190887451, Label: 0
Pair: (PDFBOX-1933, PDFBOX-1457), Cosine Score: 0.7872148156166077, Label: 0
Pair: (PDFBOX-1255, PDFBOX-1628), Cosine Score: 0.7675262093544006, Label: 0
Pair: (PDFBOX-2272, PDFBOX-3149), Cosine Score: 0.7364870309829712, Label: 0
Pair: (PDFBOX-1262, PDFBOX-2605), Cosine Score: 0.8521687388420105, Label: 0
Pair: (PDFBOX-278, PDFBOX-1438), Cosine Score: 0.906403660774231, Label: 0
Pair: (PDFBOX-1687, PDFBOX-2461), Cosine Score: 0.6539779901504517, Label: 0
Pair: (PDFBOX-2444, PDFBOX-577), Cosine Score: 0.795921802520752, Label: 0
Pair: (PDFBOX-2627, PDFBOX-3046), Cosine Score: 0.7120569944381714, Label: 0
Pair: (PDFBOX-992, PDFBOX-2809), Cosine Score: 0.8775836229324341, Label: 0
Pair: (PDFBOX-790, PDFBOX-1482), Cosine Score: 0.9164236783981323, Label: 0
Pair: (PDFBOX-2559, PDFBOX-1071), Cosine Score: 0.9393956661224365, Label: 0
Pair: (PDFBOX-1352, PDFBOX-960), Cosine Score: 0.681238055229187, Label: 0
Pair: (PDFBOX-2261, PDFBOX-1500), Cosine Score: 0.7931044101715088, Label: 0
Pair: (PDFBOX-66, PDFBOX-2525), Cosine Score: 0.7893400192260742, Label: 0
Pair: (PDFBOX-88, PDFBOX-2704), Cosine Score: 0.82464599609375, Label: 0
Pair: (PDFBOX-924, PDFBOX-2705), Cosine Score: 0.5444503426551819, Label: 0
Pair: (PDFBOX-1510, PDFBOX-392), Cosine Score: 0.7468774318695068, Label: 0
Pair: (PDFBOX-982, PDFBOX-3209), Cosine Score: 0.9104887843132019, Label: 0
Pair: (PDFBOX-1096, PDFBOX-1614), Cosine Score: 0.6138080358505249, Label: 0
Pair: (PDFBOX-734, PDFBOX-981), Cosine Score: 0.8702566027641296, Label: 0
Pair: (PDFBOX-2097, PDFBOX-2345), Cosine Score: 0.9117540121078491, Label: 0
Pair: (PDFBOX-254, PDFBOX-2109), Cosine Score: 0.8902236223220825, Label: 0
Pair: (PDFBOX-732, PDFBOX-1057), Cosine Score: 0.8419405221939087, Label: 0
Pair: (PDFBOX-130, PDFBOX-1931), Cosine Score: 0.7013320326805115, Label: 0
Pair: (PDFBOX-370, PDFBOX-436), Cosine Score: 0.7899104952812195, Label: 0
Pair: (PDFBOX-2545, PDFBOX-1917), Cosine Score: 0.7733485698699951, Label: 0
Pair: (PDFBOX-3210, PDFBOX-1671), Cosine Score: 0.9071404933929443, Label: 0
Pair: (PDFBOX-1066, PDFBOX-588), Cosine Score: 0.8954907059669495, Label: 0
Pair: (PDFBOX-394, PDFBOX-293), Cosine Score: 0.8736855387687683, Label: 0
Pair: (PDFBOX-440, PDFBOX-221), Cosine Score: 0.8444127440452576, Label: 0
Pair: (PDFBOX-2627, PDFBOX-2791), Cosine Score: 0.7800104022026062, Label: 0
Pair: (PDFBOX-1338, PDFBOX-2943), Cosine Score: 0.7600199580192566, Label: 0
Pair: (PDFBOX-1171, PDFBOX-2934), Cosine Score: 0.6426045298576355, Label: 0
Pair: (PDFBOX-1039, PDFBOX-1209), Cosine Score: 0.7409693598747253, Label: 0
Pair: (PDFBOX-368, PDFBOX-1615), Cosine Score: 0.6962690353393555, Label: 0
Pair: (PDFBOX-337, PDFBOX-1022), Cosine Score: 0.8565542697906494, Label: 0
Pair: (PDFBOX-799, PDFBOX-757), Cosine Score: 0.8692699670791626, Label: 0
Pair: (PDFBOX-2953, PDFBOX-207), Cosine Score: 0.8254441618919373, Label: 0
Pair: (PDFBOX-625, PDFBOX-3205), Cosine Score: 0.897788405418396, Label: 0
Pair: (PDFBOX-1536, PDFBOX-2020), Cosine Score: 0.7613447308540344, Label: 0
Pair: (PDFBOX-2673, PDFBOX-149), Cosine Score: 0.7043111324310303, Label: 0
Pair: (PDFBOX-144, PDFBOX-2350), Cosine Score: 0.8217118382453918, Label: 0
Pair: (PDFBOX-1815, PDFBOX-1155), Cosine Score: 0.721302330493927, Label: 0
Pair: (PDFBOX-876, PDFBOX-1607), Cosine Score: 0.9289799332618713, Label: 0
Pair: (PDFBOX-1682, PDFBOX-1391), Cosine Score: 0.7154161930084229, Label: 0
Pair: (PDFBOX-77, PDFBOX-2292), Cosine Score: 0.879710853099823, Label: 0
Pair: (PDFBOX-1620, PDFBOX-2430), Cosine Score: 0.622170627117157, Label: 0
Pair: (PDFBOX-1922, PDFBOX-2895), Cosine Score: 0.8198683261871338, Label: 0
Pair: (PDFBOX-778, PDFBOX-1366), Cosine Score: 0.8282071948051453, Label: 0
Pair: (PDFBOX-715, PDFBOX-1790), Cosine Score: 0.729009211063385, Label: 0
Pair: (PDFBOX-784, PDFBOX-2378), Cosine Score: 0.9148095846176147, Label: 0
Pair: (PDFBOX-2667, PDFBOX-1678), Cosine Score: 0.821279764175415, Label: 0
Pair: (PDFBOX-465, PDFBOX-1925), Cosine Score: 0.8774021863937378, Label: 0
Pair: (PDFBOX-912, PDFBOX-2676), Cosine Score: 0.743668258190155, Label: 0
Pair: (PDFBOX-201, PDFBOX-1685), Cosine Score: 0.8675258755683899, Label: 0
Pair: (PDFBOX-556, PDFBOX-638), Cosine Score: 0.6934953331947327, Label: 0
Pair: (PDFBOX-1095, PDFBOX-1911), Cosine Score: 0.8552406430244446, Label: 0
Pair: (PDFBOX-3049, PDFBOX-200), Cosine Score: 0.9179049730300903, Label: 0
Pair: (PDFBOX-1897, PDFBOX-1241), Cosine Score: 0.8003027439117432, Label: 0
Pair: (PDFBOX-519, PDFBOX-1920), Cosine Score: 0.9253072738647461, Label: 0
Pair: (PDFBOX-2740, PDFBOX-3123), Cosine Score: 0.8796674013137817, Label: 0
Pair: (PDFBOX-3164, PDFBOX-2339), Cosine Score: 0.8856155276298523, Label: 0
Pair: (PDFBOX-3020, PDFBOX-2226), Cosine Score: 0.7369012236595154, Label: 0
Pair: (PDFBOX-1728, PDFBOX-2415), Cosine Score: 0.8660251498222351, Label: 0
Pair: (PDFBOX-2285, PDFBOX-2739), Cosine Score: 0.7521759271621704, Label: 0
Pair: (PDFBOX-677, PDFBOX-143), Cosine Score: 0.9290733337402344, Label: 0
Pair: (PDFBOX-520, PDFBOX-2209), Cosine Score: 0.757779598236084, Label: 0
Pair: (PDFBOX-434, PDFBOX-907), Cosine Score: 0.6509560942649841, Label: 0
Pair: (PDFBOX-1975, PDFBOX-1955), Cosine Score: 0.8315810561180115, Label: 0
Pair: (PDFBOX-210, PDFBOX-2060), Cosine Score: 0.8939953446388245, Label: 0
Pair: (PDFBOX-3015, PDFBOX-2471), Cosine Score: 0.777642011642456, Label: 0
Pair: (PDFBOX-2979, PDFBOX-788), Cosine Score: 0.8323784470558167, Label: 0
Pair: (PDFBOX-2194, PDFBOX-1974), Cosine Score: 0.6288366317749023, Label: 0
Pair: (PDFBOX-1104, PDFBOX-1753), Cosine Score: 0.8795037269592285, Label: 0
Pair: (PDFBOX-1441, PDFBOX-1785), Cosine Score: 0.921197772026062, Label: 0
Pair: (PDFBOX-2838, PDFBOX-371), Cosine Score: 0.7343157529830933, Label: 0
Pair: (PDFBOX-2911, PDFBOX-2865), Cosine Score: 0.6735000014305115, Label: 0
Pair: (PDFBOX-713, PDFBOX-822), Cosine Score: 0.7215179800987244, Label: 0
Pair: (PDFBOX-1666, PDFBOX-2806), Cosine Score: 0.8324677348136902, Label: 0
Pair: (PDFBOX-2868, PDFBOX-573), Cosine Score: 0.8348522186279297, Label: 0
Pair: (PDFBOX-1908, PDFBOX-332), Cosine Score: 0.7508808970451355, Label: 0
Pair: (PDFBOX-1722, PDFBOX-1605), Cosine Score: 0.7408400774002075, Label: 0
Pair: (PDFBOX-1413, PDFBOX-866), Cosine Score: 0.8156692981719971, Label: 0
Pair: (PDFBOX-947, PDFBOX-2219), Cosine Score: 0.8924841284751892, Label: 0
Pair: (PDFBOX-2229, PDFBOX-2209), Cosine Score: 0.8537291288375854, Label: 0
Pair: (PDFBOX-901, PDFBOX-808), Cosine Score: 0.8498766422271729, Label: 0
Pair: (PDFBOX-1862, PDFBOX-207), Cosine Score: 0.8261608481407166, Label: 0
Pair: (PDFBOX-1631, PDFBOX-684), Cosine Score: 0.8126176595687866, Label: 0
Pair: (PDFBOX-789, PDFBOX-1669), Cosine Score: 0.7431933283805847, Label: 0
Pair: (PDFBOX-2878, PDFBOX-1822), Cosine Score: 0.7743974328041077, Label: 0
Pair: (PDFBOX-2942, PDFBOX-3058), Cosine Score: 0.9157989025115967, Label: 0
Pair: (PDFBOX-3043, PDFBOX-933), Cosine Score: 0.8299700021743774, Label: 0
Pair: (PDFBOX-1335, PDFBOX-1583), Cosine Score: 0.8752481937408447, Label: 0
Pair: (PDFBOX-2786, PDFBOX-2739), Cosine Score: 0.8388615846633911, Label: 0
Pair: (PDFBOX-2353, PDFBOX-360), Cosine Score: 0.9334151148796082, Label: 0
Pair: (PDFBOX-1789, PDFBOX-585), Cosine Score: 0.9001802206039429, Label: 0
Pair: (PDFBOX-841, PDFBOX-230), Cosine Score: 0.8892054557800293, Label: 0
Pair: (PDFBOX-1522, PDFBOX-1883), Cosine Score: 0.9173434376716614, Label: 0
Pair: (PDFBOX-94, PDFBOX-520), Cosine Score: 0.8134846091270447, Label: 0
Pair: (PDFBOX-421, PDFBOX-2994), Cosine Score: 0.8424275517463684, Label: 0
Pair: (PDFBOX-2817, PDFBOX-776), Cosine Score: 0.9175397753715515, Label: 0
Pair: (PDFBOX-1628, PDFBOX-1286), Cosine Score: 0.725047767162323, Label: 0
Pair: (PDFBOX-396, PDFBOX-761), Cosine Score: 0.7509315013885498, Label: 0
Pair: (PDFBOX-1717, PDFBOX-449), Cosine Score: 0.8706265091896057, Label: 0
Pair: (PDFBOX-452, PDFBOX-1433), Cosine Score: 0.7810524106025696, Label: 0
Pair: (PDFBOX-3025, PDFBOX-255), Cosine Score: 0.6274496912956238, Label: 0
Pair: (PDFBOX-1452, PDFBOX-234), Cosine Score: 0.8965280652046204, Label: 0
Pair: (PDFBOX-1322, PDFBOX-2567), Cosine Score: 0.8257033824920654, Label: 0
Pair: (PDFBOX-3062, PDFBOX-2253), Cosine Score: 0.7570674419403076, Label: 0
Pair: (PDFBOX-3091, PDFBOX-1153), Cosine Score: 0.6594931483268738, Label: 0
Pair: (PDFBOX-1607, PDFBOX-946), Cosine Score: 0.810908317565918, Label: 0
Pair: (PDFBOX-1639, PDFBOX-1094), Cosine Score: 0.82365483045578, Label: 0
Pair: (PDFBOX-496, PDFBOX-2952), Cosine Score: 0.8531042337417603, Label: 0
Pair: (PDFBOX-1460, PDFBOX-2176), Cosine Score: 0.8350266814231873, Label: 0
Pair: (PDFBOX-217, PDFBOX-3034), Cosine Score: 0.8883041739463806, Label: 0
Pair: (PDFBOX-2363, PDFBOX-972), Cosine Score: 0.5796070098876953, Label: 0
Pair: (PDFBOX-1926, PDFBOX-675), Cosine Score: 0.732244074344635, Label: 0
Pair: (PDFBOX-210, PDFBOX-1343), Cosine Score: 0.8635152578353882, Label: 0
Pair: (PDFBOX-520, PDFBOX-674), Cosine Score: 0.83049476146698, Label: 0
Pair: (PDFBOX-3153, PDFBOX-2874), Cosine Score: 0.810872495174408, Label: 0
Pair: (PDFBOX-163, PDFBOX-1301), Cosine Score: 0.9082857966423035, Label: 0
Pair: (PDFBOX-281, PDFBOX-2308), Cosine Score: 0.8372178673744202, Label: 0
Pair: (PDFBOX-149, PDFBOX-2803), Cosine Score: 0.6733545064926147, Label: 0
Pair: (PDFBOX-1961, PDFBOX-1616), Cosine Score: 0.8232384920120239, Label: 0
Pair: (PDFBOX-1740, PDFBOX-300), Cosine Score: 0.8249448537826538, Label: 0
Pair: (PDFBOX-837, PDFBOX-3047), Cosine Score: 0.872295081615448, Label: 0
Pair: (PDFBOX-2810, PDFBOX-2792), Cosine Score: 0.8643553853034973, Label: 0
Pair: (PDFBOX-1776, PDFBOX-894), Cosine Score: 0.9382240772247314, Label: 0
Pair: (PDFBOX-2971, PDFBOX-2763), Cosine Score: 0.8532918095588684, Label: 0
Pair: (PDFBOX-2901, PDFBOX-437), Cosine Score: 0.8339945673942566, Label: 0
Pair: (PDFBOX-1449, PDFBOX-926), Cosine Score: 0.8381859660148621, Label: 0
Pair: (PDFBOX-1641, PDFBOX-2190), Cosine Score: 0.7761002779006958, Label: 0
Pair: (PDFBOX-2298, PDFBOX-1981), Cosine Score: 0.7888282537460327, Label: 0
Pair: (PDFBOX-623, PDFBOX-2584), Cosine Score: 0.8477941751480103, Label: 0
Pair: (PDFBOX-362, PDFBOX-2443), Cosine Score: 0.7552696466445923, Label: 0
Pair: (PDFBOX-2879, PDFBOX-2466), Cosine Score: 0.9182245135307312, Label: 0
Pair: (PDFBOX-1054, PDFBOX-1250), Cosine Score: 0.7989981174468994, Label: 0
Pair: (PDFBOX-2167, PDFBOX-991), Cosine Score: 0.9129534959793091, Label: 0
Pair: (PDFBOX-780, PDFBOX-2933), Cosine Score: 0.8089786767959595, Label: 0
Pair: (PDFBOX-558, PDFBOX-598), Cosine Score: 0.6912453770637512, Label: 0
Pair: (PDFBOX-2826, PDFBOX-1325), Cosine Score: 0.8043217658996582, Label: 0
Pair: (PDFBOX-2245, PDFBOX-374), Cosine Score: 0.8625231981277466, Label: 0
Pair: (PDFBOX-1328, PDFBOX-1958), Cosine Score: 0.7887915968894958, Label: 0
Pair: (PDFBOX-2691, PDFBOX-2855), Cosine Score: 0.8903326988220215, Label: 0
Pair: (PDFBOX-3043, PDFBOX-1293), Cosine Score: 0.8511433601379395, Label: 0
Pair: (PDFBOX-264, PDFBOX-2650), Cosine Score: 0.9105669260025024, Label: 0
Pair: (PDFBOX-1877, PDFBOX-2471), Cosine Score: 0.8103829622268677, Label: 0
Pair: (PDFBOX-2101, PDFBOX-2686), Cosine Score: 0.8662457466125488, Label: 0
Pair: (PDFBOX-246, PDFBOX-2672), Cosine Score: 0.8373136520385742, Label: 0
Pair: (PDFBOX-1025, PDFBOX-3209), Cosine Score: 0.8893790245056152, Label: 0
Pair: (PDFBOX-1086, PDFBOX-16), Cosine Score: 0.8245218396186829, Label: 0
Pair: (PDFBOX-1711, PDFBOX-858), Cosine Score: 0.8873119950294495, Label: 0
Pair: (PDFBOX-362, PDFBOX-118), Cosine Score: 0.8570712804794312, Label: 0
Pair: (PDFBOX-1483, PDFBOX-174), Cosine Score: 0.9619321823120117, Label: 0
Pair: (PDFBOX-2029, PDFBOX-466), Cosine Score: 0.9071065783500671, Label: 0
Pair: (PDFBOX-921, PDFBOX-1815), Cosine Score: 0.7353799939155579, Label: 0
Pair: (PDFBOX-390, PDFBOX-2370), Cosine Score: 0.8060243129730225, Label: 0
Pair: (PDFBOX-45, PDFBOX-3175), Cosine Score: 0.7503698468208313, Label: 0
Pair: (PDFBOX-2255, PDFBOX-1385), Cosine Score: 0.8138405084609985, Label: 0
Pair: (PDFBOX-1426, PDFBOX-802), Cosine Score: 0.7808067202568054, Label: 0
Pair: (PDFBOX-1462, PDFBOX-1128), Cosine Score: 0.7694599032402039, Label: 0
Pair: (PDFBOX-1805, PDFBOX-1360), Cosine Score: 0.8710590600967407, Label: 0
Pair: (PDFBOX-2322, PDFBOX-2551), Cosine Score: 0.8637579083442688, Label: 0
Pair: (PDFBOX-3000, PDFBOX-1292), Cosine Score: 0.874380350112915, Label: 0
Pair: (PDFBOX-1335, PDFBOX-167), Cosine Score: 0.8805190324783325, Label: 0
Pair: (PDFBOX-2019, PDFBOX-461), Cosine Score: 0.7705817222595215, Label: 0
Pair: (PDFBOX-2138, PDFBOX-1240), Cosine Score: 0.8780040144920349, Label: 0
Pair: (PDFBOX-2876, PDFBOX-944), Cosine Score: 0.7755922675132751, Label: 0
Pair: (PDFBOX-2581, PDFBOX-2538), Cosine Score: 0.8604868650436401, Label: 0
Pair: (PDFBOX-501, PDFBOX-2707), Cosine Score: 0.6373482942581177, Label: 0
Pair: (PDFBOX-170, PDFBOX-1983), Cosine Score: 0.8989792466163635, Label: 0
Pair: (PDFBOX-3164, PDFBOX-1683), Cosine Score: 0.8864632248878479, Label: 0
Pair: (PDFBOX-2501, PDFBOX-367), Cosine Score: 0.8794758319854736, Label: 0
Pair: (PDFBOX-2963, PDFBOX-740), Cosine Score: 0.8309354782104492, Label: 0
Pair: (PDFBOX-2067, PDFBOX-1536), Cosine Score: 0.7062418460845947, Label: 0
Pair: (PDFBOX-2715, PDFBOX-2479), Cosine Score: 0.9249100089073181, Label: 0
Pair: (PDFBOX-1930, PDFBOX-2081), Cosine Score: 0.8137246370315552, Label: 0
Pair: (PDFBOX-16, PDFBOX-3204), Cosine Score: 0.8064613342285156, Label: 0
Pair: (PDFBOX-991, PDFBOX-3072), Cosine Score: 0.8857945799827576, Label: 0
Pair: (PDFBOX-1776, PDFBOX-439), Cosine Score: 0.8913388848304749, Label: 0
Pair: (PDFBOX-2683, PDFBOX-871), Cosine Score: 0.6611663103103638, Label: 0
Pair: (PDFBOX-1321, PDFBOX-446), Cosine Score: 0.820676326751709, Label: 0
Pair: (PDFBOX-1988, PDFBOX-2583), Cosine Score: 0.9707666039466858, Label: 0
Pair: (PDFBOX-183, PDFBOX-564), Cosine Score: 0.8413509130477905, Label: 0
Pair: (PDFBOX-1647, PDFBOX-3046), Cosine Score: 0.8391371965408325, Label: 0
Pair: (PDFBOX-551, PDFBOX-453), Cosine Score: 0.966016948223114, Label: 0
Pair: (PDFBOX-3176, PDFBOX-889), Cosine Score: 0.8835079669952393, Label: 0
Pair: (PDFBOX-1088, PDFBOX-778), Cosine Score: 0.8737509250640869, Label: 0
Pair: (PDFBOX-1640, PDFBOX-2776), Cosine Score: 0.8459716439247131, Label: 0
Pair: (PDFBOX-1957, PDFBOX-1558), Cosine Score: 0.9210768342018127, Label: 0
Pair: (PDFBOX-310, PDFBOX-159), Cosine Score: 0.9062121510505676, Label: 0
Pair: (PDFBOX-1526, PDFBOX-2439), Cosine Score: 0.7961387038230896, Label: 0
Pair: (PDFBOX-95, PDFBOX-2371), Cosine Score: 0.6335186958312988, Label: 0
Pair: (PDFBOX-287, PDFBOX-2688), Cosine Score: 0.8007997274398804, Label: 0
Pair: (PDFBOX-2265, PDFBOX-436), Cosine Score: 0.845577597618103, Label: 0
Pair: (PDFBOX-361, PDFBOX-220), Cosine Score: 0.9192138314247131, Label: 0
Pair: (PDFBOX-1613, PDFBOX-2760), Cosine Score: 0.9120226502418518, Label: 0
Pair: (PDFBOX-1462, PDFBOX-3170), Cosine Score: 0.876189112663269, Label: 0
Pair: (PDFBOX-3025, PDFBOX-2589), Cosine Score: 0.5121064186096191, Label: 0
Pair: (PDFBOX-3072, PDFBOX-1045), Cosine Score: 0.836768627166748, Label: 0
Pair: (PDFBOX-1044, PDFBOX-2353), Cosine Score: 0.8646661639213562, Label: 0
Pair: (PDFBOX-1896, PDFBOX-291), Cosine Score: 0.7599633932113647, Label: 0
Pair: (PDFBOX-51, PDFBOX-1599), Cosine Score: 0.9584400057792664, Label: 0
Pair: (PDFBOX-451, PDFBOX-1871), Cosine Score: 0.898023784160614, Label: 0
Pair: (PDFBOX-2187, PDFBOX-495), Cosine Score: 0.8419938087463379, Label: 0
Pair: (PDFBOX-641, PDFBOX-1731), Cosine Score: 0.7608604431152344, Label: 0
Pair: (PDFBOX-133, PDFBOX-519), Cosine Score: 0.8179089426994324, Label: 0
Pair: (PDFBOX-2765, PDFBOX-2820), Cosine Score: 0.7642184495925903, Label: 0
Pair: (PDFBOX-2506, PDFBOX-194), Cosine Score: 0.8067646026611328, Label: 0
Pair: (PDFBOX-1448, PDFBOX-794), Cosine Score: 0.8995624780654907, Label: 0
Pair: (PDFBOX-2535, PDFBOX-1095), Cosine Score: 0.745967447757721, Label: 0
Pair: (PDFBOX-1015, PDFBOX-2868), Cosine Score: 0.860797107219696, Label: 0
Pair: (PDFBOX-1277, PDFBOX-3202), Cosine Score: 0.6877248883247375, Label: 0
Pair: (PDFBOX-50, PDFBOX-2436), Cosine Score: 0.8313460350036621, Label: 0
Pair: (PDFBOX-2855, PDFBOX-736), Cosine Score: 0.7148211002349854, Label: 0
Pair: (PDFBOX-1258, PDFBOX-580), Cosine Score: 0.9412125945091248, Label: 0
Pair: (PDFBOX-2516, PDFBOX-1423), Cosine Score: 0.8176643252372742, Label: 0
Pair: (PDFBOX-211, PDFBOX-2077), Cosine Score: 0.9461352825164795, Label: 0
Pair: (PDFBOX-3153, PDFBOX-2515), Cosine Score: 0.8394443988800049, Label: 0
Pair: (PDFBOX-2584, PDFBOX-2234), Cosine Score: 0.9307416081428528, Label: 0
Pair: (PDFBOX-271, PDFBOX-2689), Cosine Score: 0.8650333285331726, Label: 0
Pair: (PDFBOX-2563, PDFBOX-3105), Cosine Score: 0.9194514155387878, Label: 0
Pair: (PDFBOX-677, PDFBOX-775), Cosine Score: 0.8996263742446899, Label: 0
Pair: (PDFBOX-2674, PDFBOX-923), Cosine Score: 0.803943932056427, Label: 0
Pair: (PDFBOX-2539, PDFBOX-1270), Cosine Score: 0.4918301999568939, Label: 0
Pair: (PDFBOX-744, PDFBOX-156), Cosine Score: 0.6431095004081726, Label: 0
Pair: (PDFBOX-984, PDFBOX-2991), Cosine Score: 0.896269679069519, Label: 0
Pair: (PDFBOX-820, PDFBOX-616), Cosine Score: 0.7911815643310547, Label: 0
Pair: (PDFBOX-2175, PDFBOX-2883), Cosine Score: 0.8546802401542664, Label: 0
