Pair: (DRILL-93, DRILL-91), Cosine Score: 1, Label: 1
Pair: (DRILL-3976, DRILL-445), Cosine Score: 0.6827953457832336, Label: 0
Pair: (DRILL-2125, DRILL-718), Cosine Score: 0.36196690797805786, Label: 0
Pair: (DRILL-1322, DRILL-1306), Cosine Score: 0.7587105631828308, Label: 0
Pair: (DRILL-2452, DRILL-1715), Cosine Score: 0.6830037832260132, Label: 0
Pair: (DRILL-2808, DRILL-2521), Cosine Score: 0.5762574672698975, Label: 0
Pair: (DRILL-1424, DRILL-2479), Cosine Score: 0.5064245462417603, Label: 0
Pair: (DRILL-573, DRILL-3676), Cosine Score: 0.8489192128181458, Label: 0
Pair: (DRILL-560, DRILL-73), Cosine Score: 0.4847232699394226, Label: 0
Pair: (DRILL-3355, DRILL-1284), Cosine Score: 0.660552442073822, Label: 0
Pair: (DRILL-1783, DRILL-103), Cosine Score: 0.5393853783607483, Label: 0
Pair: (DRILL-3796, DRILL-3761), Cosine Score: 0.615882396697998, Label: 0
Pair: (DRILL-3935, DRILL-1535), Cosine Score: 0.44340869784355164, Label: 0
Pair: (DRILL-724, DRILL-731), Cosine Score: 0.5787694454193115, Label: 0
Pair: (DRILL-1205, DRILL-3399), Cosine Score: 0.6448637843132019, Label: 0
Pair: (DRILL-738, DRILL-1384), Cosine Score: 0.5708197951316833, Label: 0
Pair: (DRILL-3048, DRILL-1148), Cosine Score: 0.3140627443790436, Label: 0
Pair: (DRILL-844, DRILL-3331), Cosine Score: 0.7086777091026306, Label: 0
Pair: (DRILL-174, DRILL-2847), Cosine Score: 0.6901988983154297, Label: 0
Pair: (DRILL-2578, DRILL-1375), Cosine Score: 0.5302866697311401, Label: 0
Pair: (DRILL-1647, DRILL-3624), Cosine Score: 0.23898433148860931, Label: 0
Pair: (DRILL-2888, DRILL-3318), Cosine Score: 0.5231578350067139, Label: 0
Pair: (DRILL-3548, DRILL-4264), Cosine Score: 0.6048468947410583, Label: 0
Pair: (DRILL-1450, DRILL-1586), Cosine Score: 0.4666321575641632, Label: 0
Pair: (DRILL-2824, DRILL-1911), Cosine Score: 0.5867812037467957, Label: 0
Pair: (DRILL-136, DRILL-4035), Cosine Score: 0.6084686517715454, Label: 0
Pair: (DRILL-857, DRILL-3174), Cosine Score: 0.6929778456687927, Label: 0
Pair: (DRILL-640, DRILL-309), Cosine Score: 0.5498517751693726, Label: 0
Pair: (DRILL-3324, DRILL-2721), Cosine Score: 0.7474684715270996, Label: 0
Pair: (DRILL-400, DRILL-472), Cosine Score: 0.7393436431884766, Label: 0
Pair: (DRILL-2946, DRILL-1205), Cosine Score: 0.5886579751968384, Label: 0
Pair: (DRILL-3562, DRILL-3682), Cosine Score: 0.554936408996582, Label: 0
Pair: (DRILL-4268, DRILL-2206), Cosine Score: 0.7299820780754089, Label: 0
Pair: (DRILL-3528, DRILL-2312), Cosine Score: 0.6352282166481018, Label: 0
Pair: (DRILL-178, DRILL-951), Cosine Score: 0.5483492016792297, Label: 0
Pair: (DRILL-2488, DRILL-385), Cosine Score: 0.6213687658309937, Label: 0
Pair: (DRILL-2380, DRILL-3101), Cosine Score: 0.7160053253173828, Label: 0
Pair: (DRILL-3018, DRILL-2344), Cosine Score: 0.801479697227478, Label: 0
Pair: (DRILL-1372, DRILL-2548), Cosine Score: 0.3715232312679291, Label: 0
Pair: (DRILL-595, DRILL-2891), Cosine Score: 0.6961333155632019, Label: 0
Pair: (DRILL-243, DRILL-1369), Cosine Score: 0.6015103459358215, Label: 0
Pair: (DRILL-121, DRILL-4295), Cosine Score: 0.7783998250961304, Label: 0
Pair: (DRILL-794, DRILL-2730), Cosine Score: 0.6618505120277405, Label: 0
Pair: (DRILL-2024, DRILL-2437), Cosine Score: 0.5171717405319214, Label: 0
Pair: (DRILL-1708, DRILL-74), Cosine Score: 0.36787182092666626, Label: 0
Pair: (DRILL-820, DRILL-517), Cosine Score: 0.8067126274108887, Label: 0
Pair: (DRILL-775, DRILL-1214), Cosine Score: 0.6702473759651184, Label: 0
Pair: (DRILL-3041, DRILL-365), Cosine Score: 0.6032166481018066, Label: 0
Pair: (DRILL-2180, DRILL-4306), Cosine Score: 0.6716480255126953, Label: 0
Pair: (DRILL-3139, DRILL-423), Cosine Score: 0.6804730296134949, Label: 0
Pair: (DRILL-4142, DRILL-1930), Cosine Score: 0.7002574801445007, Label: 0
Pair: (DRILL-1485, DRILL-221), Cosine Score: 0.6857054829597473, Label: 0
Pair: (DRILL-144, DRILL-1425), Cosine Score: 0.4329788386821747, Label: 0
Pair: (DRILL-3891, DRILL-3923), Cosine Score: 0.7570616006851196, Label: 0
Pair: (DRILL-712, DRILL-3432), Cosine Score: 0.6575299501419067, Label: 0
Pair: (DRILL-1882, DRILL-2482), Cosine Score: 0.7591805458068848, Label: 0
Pair: (DRILL-597, DRILL-2179), Cosine Score: 0.8627355098724365, Label: 0
Pair: (DRILL-2906, DRILL-1362), Cosine Score: 0.8332086205482483, Label: 0
Pair: (DRILL-3348, DRILL-2541), Cosine Score: 0.6475902199745178, Label: 0
Pair: (DRILL-3905, DRILL-2429), Cosine Score: 0.656204342842102, Label: 0
Pair: (DRILL-3836, DRILL-3235), Cosine Score: 0.5986531376838684, Label: 0
Pair: (DRILL-348, DRILL-2482), Cosine Score: 0.7832673192024231, Label: 0
Pair: (DRILL-268, DRILL-3153), Cosine Score: 0.6773819923400879, Label: 0
Pair: (DRILL-2751, DRILL-1799), Cosine Score: 0.674170732498169, Label: 0
Pair: (DRILL-1832, DRILL-3320), Cosine Score: 0.5852035284042358, Label: 0
Pair: (DRILL-2412, DRILL-3452), Cosine Score: 0.7388779520988464, Label: 0
Pair: (DRILL-3863, DRILL-510), Cosine Score: 0.48352792859077454, Label: 0
Pair: (DRILL-2234, DRILL-2694), Cosine Score: 0.821811318397522, Label: 0
Pair: (DRILL-420, DRILL-414), Cosine Score: 0.7354445457458496, Label: 0
Pair: (DRILL-1858, DRILL-1546), Cosine Score: 0.5879078507423401, Label: 0
Pair: (DRILL-1729, DRILL-1905), Cosine Score: 0.847216784954071, Label: 0
Pair: (DRILL-992, DRILL-206), Cosine Score: 0.7076895833015442, Label: 0
Pair: (DRILL-2710, DRILL-3527), Cosine Score: 0.6309711337089539, Label: 0
Pair: (DRILL-3144, DRILL-2411), Cosine Score: 0.6937265396118164, Label: 0
Pair: (DRILL-1859, DRILL-579), Cosine Score: 0.7646096348762512, Label: 0
Pair: (DRILL-2374, DRILL-2042), Cosine Score: 0.5702334642410278, Label: 0
Pair: (DRILL-1784, DRILL-2173), Cosine Score: 0.3700258433818817, Label: 0
Pair: (DRILL-4293, DRILL-370), Cosine Score: 0.7707376480102539, Label: 0
Pair: (DRILL-1134, DRILL-995), Cosine Score: 0.5146769285202026, Label: 0
Pair: (DRILL-394, DRILL-2480), Cosine Score: 0.8684961795806885, Label: 0
Pair: (DRILL-2706, DRILL-1996), Cosine Score: 0.5270764827728271, Label: 0
Pair: (DRILL-299, DRILL-3662), Cosine Score: 0.6886932253837585, Label: 0
Pair: (DRILL-2844, DRILL-2537), Cosine Score: 0.6577882170677185, Label: 0
Pair: (DRILL-4300, DRILL-3092), Cosine Score: 0.6723582744598389, Label: 0
Pair: (DRILL-3512, DRILL-3861), Cosine Score: 0.6863538026809692, Label: 0
Pair: (DRILL-3182, DRILL-2164), Cosine Score: 0.5134419202804565, Label: 0
Pair: (DRILL-457, DRILL-3727), Cosine Score: 0.810340166091919, Label: 0
Pair: (DRILL-3982, DRILL-671), Cosine Score: 0.702775239944458, Label: 0
Pair: (DRILL-3480, DRILL-3400), Cosine Score: 0.6228150725364685, Label: 0
Pair: (DRILL-3754, DRILL-1252), Cosine Score: 0.5643122792243958, Label: 0
Pair: (DRILL-2820, DRILL-1718), Cosine Score: 0.7852157950401306, Label: 0
Pair: (DRILL-1059, DRILL-3592), Cosine Score: 0.6112039089202881, Label: 0
Pair: (DRILL-2719, DRILL-2291), Cosine Score: 0.5587751269340515, Label: 0
Pair: (DRILL-3788, DRILL-4061), Cosine Score: 0.7626551389694214, Label: 0
Pair: (DRILL-1918, DRILL-1819), Cosine Score: 0.7014307379722595, Label: 0
Pair: (DRILL-3273, DRILL-2809), Cosine Score: 0.6512390971183777, Label: 0
Pair: (DRILL-2856, DRILL-590), Cosine Score: 0.5417642593383789, Label: 0
Pair: (DRILL-3759, DRILL-2176), Cosine Score: 0.6541774868965149, Label: 0
Pair: (DRILL-1539, DRILL-357), Cosine Score: 0.6212843656539917, Label: 0
Pair: (DRILL-1334, DRILL-37), Cosine Score: 0.7254917621612549, Label: 0
Pair: (DRILL-3478, DRILL-442), Cosine Score: 0.6159828901290894, Label: 0
Pair: (DRILL-3122, DRILL-1794), Cosine Score: 0.5935747027397156, Label: 0
Pair: (DRILL-3758, DRILL-4106), Cosine Score: 0.7575170993804932, Label: 0
Pair: (DRILL-3833, DRILL-410), Cosine Score: 0.4643751084804535, Label: 0
Pair: (DRILL-795, DRILL-2877), Cosine Score: 0.5136346220970154, Label: 0
Pair: (DRILL-3224, DRILL-1706), Cosine Score: 0.808988094329834, Label: 0
Pair: (DRILL-285, DRILL-1080), Cosine Score: 0.613444983959198, Label: 0
Pair: (DRILL-1358, DRILL-729), Cosine Score: 0.5173370242118835, Label: 0
Pair: (DRILL-2445, DRILL-1791), Cosine Score: 0.6735299229621887, Label: 0
Pair: (DRILL-603, DRILL-2404), Cosine Score: 0.8331056237220764, Label: 0
Pair: (DRILL-2935, DRILL-1220), Cosine Score: 0.6954264640808105, Label: 0
Pair: (DRILL-1260, DRILL-2693), Cosine Score: 0.5928657650947571, Label: 0
Pair: (DRILL-1715, DRILL-3648), Cosine Score: 0.5631866455078125, Label: 0
Pair: (DRILL-1188, DRILL-1945), Cosine Score: 0.8740000128746033, Label: 0
Pair: (DRILL-3174, DRILL-3955), Cosine Score: 0.740688145160675, Label: 0
Pair: (DRILL-2667, DRILL-4216), Cosine Score: 0.6010327339172363, Label: 0
Pair: (DRILL-2084, DRILL-277), Cosine Score: 0.6051365733146667, Label: 0
Pair: (DRILL-3421, DRILL-2453), Cosine Score: 0.4785764217376709, Label: 0
Pair: (DRILL-999, DRILL-1728), Cosine Score: 0.7569205164909363, Label: 0
Pair: (DRILL-915, DRILL-442), Cosine Score: 0.49028754234313965, Label: 0
Pair: (DRILL-2601, DRILL-1618), Cosine Score: 0.7652111053466797, Label: 0
Pair: (DRILL-3199, DRILL-22), Cosine Score: 0.35028764605522156, Label: 0
Pair: (DRILL-2414, DRILL-821), Cosine Score: 0.7485838532447815, Label: 0
Pair: (DRILL-1533, DRILL-759), Cosine Score: 0.5967957973480225, Label: 0
Pair: (DRILL-76, DRILL-374), Cosine Score: 0.32406988739967346, Label: 0
Pair: (DRILL-2228, DRILL-1558), Cosine Score: 0.7529982328414917, Label: 0
Pair: (DRILL-3764, DRILL-2390), Cosine Score: 0.7642316818237305, Label: 0
Pair: (DRILL-1626, DRILL-4072), Cosine Score: 0.7181469798088074, Label: 0
Pair: (DRILL-2075, DRILL-2186), Cosine Score: 0.853771984577179, Label: 0
Pair: (DRILL-1422, DRILL-3622), Cosine Score: 0.2805034816265106, Label: 0
Pair: (DRILL-2906, DRILL-2752), Cosine Score: 0.7170184850692749, Label: 0
Pair: (DRILL-1818, DRILL-1298), Cosine Score: 0.6226111650466919, Label: 0
Pair: (DRILL-586, DRILL-1628), Cosine Score: 0.6190692782402039, Label: 0
Pair: (DRILL-2947, DRILL-1516), Cosine Score: 0.418247252702713, Label: 0
Pair: (DRILL-103, DRILL-3482), Cosine Score: 0.5368456244468689, Label: 0
Pair: (DRILL-3468, DRILL-2530), Cosine Score: 0.6160547137260437, Label: 0
Pair: (DRILL-2804, DRILL-1775), Cosine Score: 0.7274744510650635, Label: 0
Pair: (DRILL-2899, DRILL-1228), Cosine Score: 0.5398726463317871, Label: 0
Pair: (DRILL-587, DRILL-2625), Cosine Score: 0.7410941123962402, Label: 0
Pair: (DRILL-932, DRILL-2325), Cosine Score: 0.4761527478694916, Label: 0
Pair: (DRILL-1314, DRILL-2830), Cosine Score: 0.7385839223861694, Label: 0
Pair: (DRILL-3817, DRILL-3010), Cosine Score: 0.6917510628700256, Label: 0
Pair: (DRILL-3167, DRILL-3822), Cosine Score: 0.6192913055419922, Label: 0
Pair: (DRILL-258, DRILL-1564), Cosine Score: 0.6436921954154968, Label: 0
Pair: (DRILL-1349, DRILL-3860), Cosine Score: 0.6810536980628967, Label: 0
Pair: (DRILL-2782, DRILL-548), Cosine Score: 0.7053895592689514, Label: 0
Pair: (DRILL-3733, DRILL-1931), Cosine Score: 0.7731242775917053, Label: 0
Pair: (DRILL-2284, DRILL-2158), Cosine Score: 0.6449427604675293, Label: 0
Pair: (DRILL-348, DRILL-3958), Cosine Score: 0.6639034152030945, Label: 0
Pair: (DRILL-3077, DRILL-598), Cosine Score: 0.7248595356941223, Label: 0
Pair: (DRILL-872, DRILL-2714), Cosine Score: 0.6732349991798401, Label: 0
Pair: (DRILL-2275, DRILL-3205), Cosine Score: 0.7141810655593872, Label: 0
Pair: (DRILL-1050, DRILL-3293), Cosine Score: 0.8306320905685425, Label: 0
Pair: (DRILL-2641, DRILL-4289), Cosine Score: 0.4419499635696411, Label: 0
Pair: (DRILL-2829, DRILL-946), Cosine Score: 0.7016687393188477, Label: 0
Pair: (DRILL-911, DRILL-3171), Cosine Score: 0.6281946897506714, Label: 0
Pair: (DRILL-1566, DRILL-1701), Cosine Score: 0.6692367196083069, Label: 0
Pair: (DRILL-996, DRILL-3671), Cosine Score: 0.6119427680969238, Label: 0
Pair: (DRILL-3286, DRILL-3151), Cosine Score: 0.8081250190734863, Label: 0
Pair: (DRILL-4099, DRILL-3326), Cosine Score: 0.8343478441238403, Label: 0
Pair: (DRILL-1671, DRILL-1913), Cosine Score: 0.8103830218315125, Label: 0
Pair: (DRILL-3037, DRILL-2351), Cosine Score: 0.5554338693618774, Label: 0
Pair: (DRILL-2188, DRILL-3194), Cosine Score: 0.5344856977462769, Label: 0
Pair: (DRILL-312, DRILL-3227), Cosine Score: 0.6919771432876587, Label: 0
Pair: (DRILL-2309, DRILL-120), Cosine Score: 0.6575943827629089, Label: 0
