Pair: (MNG-341, MNG-105), Cosine Score: 0.9236359596252441, Label: 1
Pair: (MNG-4174, MNG-3017), Cosine Score: 0.8081331253051758, Label: 1
Pair: (MNG-4174, MNG-3140), Cosine Score: 0.7575656771659851, Label: 1
Pair: (MNG-4174, MNG-3524), Cosine Score: 0.6943480968475342, Label: 1
Pair: (MNG-4174, MNG-4120), Cosine Score: 0.6731738448143005, Label: 1
Pair: (MNG-4178, MNG-1323), Cosine Score: 0.8731324672698975, Label: 1
Pair: (MNG-4178, MNG-1836), Cosine Score: 0.8735364675521851, Label: 1
Pair: (MNG-4178, MNG-1949), Cosine Score: 0.7123928666114807, Label: 1
Pair: (MNG-4178, MNG-2174), Cosine Score: 0.7262865304946899, Label: 1
Pair: (MNG-4178, MNG-2946), Cosine Score: 0.7707451581954956, Label: 1
Pair: (MNG-4178, MNG-3950), Cosine Score: 0.8279697895050049, Label: 1
Pair: (MNG-4183, MNG-3373), Cosine Score: 0.9928993582725525, Label: 1
Pair: (MNG-4191, MNG-3540), Cosine Score: 0.8333597183227539, Label: 1
Pair: (MNG-4263, MNG-1412), Cosine Score: 0.6416156888008118, Label: 1
Pair: (MNG-4263, MNG-2541), Cosine Score: 0.8108914494514465, Label: 1
Pair: (MNG-4263, MNG-2914), Cosine Score: 0.8404821157455444, Label: 1
Pair: (MNG-4263, MNG-3197), Cosine Score: 0.6815500855445862, Label: 1
Pair: (MNG-4295, MNG-2525), Cosine Score: 0.8917512893676758, Label: 1
Pair: (MNG-4295, MNG-2994), Cosine Score: 0.831273078918457, Label: 1
Pair: (MNG-4343, MNG-1902), Cosine Score: 0.6425820589065552, Label: 1
Pair: (MNG-4343, MNG-2194), Cosine Score: 0.7917513251304626, Label: 1
Pair: (MNG-4343, MNG-2443), Cosine Score: 0.7811222672462463, Label: 1
Pair: (MNG-4380, MNG-2098), Cosine Score: 0.853533923625946, Label: 1
Pair: (MNG-4419, MNG-2578), Cosine Score: 0.9003039598464966, Label: 1
Pair: (MNG-4419, MNG-3385), Cosine Score: 0.9387865662574768, Label: 1
Pair: (MNG-4419, MNG-3521), Cosine Score: 0.8402091860771179, Label: 1
Pair: (MNG-4422, MNG-4307), Cosine Score: 0.8426652550697327, Label: 1
Pair: (MNG-4478, MNG-4469), Cosine Score: 0.838702917098999, Label: 1
Pair: (MNG-4524, MNG-4486), Cosine Score: 0.9122926592826843, Label: 1
Pair: (MNG-4538, MNG-4148), Cosine Score: 0.868565022945404, Label: 1
Pair: (MNG-4545, MNG-4379), Cosine Score: 0.9249934554100037, Label: 1
Pair: (MNG-4560, MNG-3529), Cosine Score: 0.8753887414932251, Label: 1
Pair: (MNG-4560, MNG-3994), Cosine Score: 0.9119625687599182, Label: 1
Pair: (MNG-4582, MNG-4580), Cosine Score: 0.709093451499939, Label: 1
Pair: (MNG-4620, MNG-1775), Cosine Score: 0.6894924640655518, Label: 1
Pair: (MNG-4620, MNG-2363), Cosine Score: 0.7848734855651855, Label: 1
Pair: (MNG-4620, MNG-2627), Cosine Score: 0.6600765585899353, Label: 1
Pair: (MNG-4620, MNG-2809), Cosine Score: 0.6102962493896484, Label: 1
Pair: (MNG-4620, MNG-3017), Cosine Score: 0.7754708528518677, Label: 1
Pair: (MNG-4620, MNG-3140), Cosine Score: 0.7007561922073364, Label: 1
Pair: (MNG-4620, MNG-3524), Cosine Score: 0.7253166437149048, Label: 1
Pair: (MNG-4620, MNG-4120), Cosine Score: 0.7621581554412842, Label: 1
Pair: (MNG-4620, MNG-4174), Cosine Score: 0.7234480977058411, Label: 1
Pair: (MNG-4627, MNG-2259), Cosine Score: 0.8618065118789673, Label: 1
Pair: (MNG-4627, MNG-2490), Cosine Score: 0.8866882920265198, Label: 1
Pair: (MNG-4655, MNG-3043), Cosine Score: 0.8922765851020813, Label: 1
Pair: (MNG-4655, MNG-3076), Cosine Score: 0.8023297190666199, Label: 1
Pair: (MNG-4661, MNG-4648), Cosine Score: 0.8048571348190308, Label: 1
Pair: (MNG-4704, MNG-4611), Cosine Score: 0.9420925378799438, Label: 1
Pair: (MNG-4708, MNG-2714), Cosine Score: 0.8839821219444275, Label: 1
Pair: (MNG-4708, MNG-2715), Cosine Score: 0.8839821219444275, Label: 1
Pair: (MNG-4722, MNG-3991), Cosine Score: 0.891893208026886, Label: 1
Pair: (MNG-4726, MNG-4301), Cosine Score: 0.9063603281974792, Label: 1
Pair: (MNG-4730, MNG-4654), Cosine Score: 0.8362498879432678, Label: 1
Pair: (MNG-4734, MNG-4486), Cosine Score: 0.8928173780441284, Label: 1
Pair: (MNG-4734, MNG-4524), Cosine Score: 0.8589739799499512, Label: 1
Pair: (MNG-4742, MNG-4706), Cosine Score: 0.8308232426643372, Label: 1
Pair: (MNG-4746, MNG-1978), Cosine Score: 0.8115003108978271, Label: 1
Pair: (MNG-4746, MNG-2205), Cosine Score: 0.7333971261978149, Label: 1
Pair: (MNG-4746, MNG-2611), Cosine Score: 0.6979029178619385, Label: 1
Pair: (MNG-4754, MNG-4147), Cosine Score: 0.8273261785507202, Label: 1
Pair: (MNG-4758, MNG-4592), Cosine Score: 0.8575645089149475, Label: 1
Pair: (MNG-4758, MNG-4673), Cosine Score: 0.8606063723564148, Label: 1
Pair: (MNG-4778, MNG-4776), Cosine Score: 0.9252966046333313, Label: 1
Pair: (MNG-4798, MNG-4794), Cosine Score: 0.8820469379425049, Label: 1
Pair: (MNG-4808, MNG-4319), Cosine Score: 0.8605416417121887, Label: 1
Pair: (MNG-4816, MNG-4486), Cosine Score: 0.904761791229248, Label: 1
Pair: (MNG-4816, MNG-4524), Cosine Score: 0.8184646964073181, Label: 1
Pair: (MNG-4816, MNG-4734), Cosine Score: 0.9237221479415894, Label: 1
Pair: (MNG-4817, MNG-4486), Cosine Score: 0.8483734726905823, Label: 1
Pair: (MNG-4817, MNG-4524), Cosine Score: 0.8348574638366699, Label: 1
Pair: (MNG-4817, MNG-4734), Cosine Score: 0.8428235054016113, Label: 1
Pair: (MNG-4817, MNG-4816), Cosine Score: 0.8518437743186951, Label: 1
Pair: (MNG-4819, MNG-4022), Cosine Score: 0.726471483707428, Label: 1
Pair: (MNG-4821, MNG-3038), Cosine Score: 0.8461891412734985, Label: 1
Pair: (MNG-4844, MNG-4794), Cosine Score: 0.8381319642066956, Label: 1
Pair: (MNG-4844, MNG-4798), Cosine Score: 0.9435751438140869, Label: 1
Pair: (MNG-4878, MNG-2872), Cosine Score: 0.8361328840255737, Label: 1
Pair: (MNG-4878, MNG-4508), Cosine Score: 0.792716383934021, Label: 1
Pair: (MNG-4879, MNG-2221), Cosine Score: 0.9595998525619507, Label: 1
Pair: (MNG-4879, MNG-2237), Cosine Score: 0.7846119999885559, Label: 1
Pair: (MNG-4879, MNG-2297), Cosine Score: 0.7500283122062683, Label: 1
Pair: (MNG-4890, MNG-4237), Cosine Score: 0.7853226661682129, Label: 1
Pair: (MNG-4894, MNG-1388), Cosine Score: 0.7414618134498596, Label: 1
Pair: (MNG-4899, MNG-2210), Cosine Score: 0.8962427973747253, Label: 1
Pair: (MNG-4899, MNG-3010), Cosine Score: 0.8692984580993652, Label: 1
Pair: (MNG-4899, MNG-3518), Cosine Score: 0.8729009628295898, Label: 1
Pair: (MNG-4905, MNG-2275), Cosine Score: 0.7780330777168274, Label: 1
Pair: (MNG-4924, MNG-4865), Cosine Score: 0.9094745516777039, Label: 1
Pair: (MNG-4928, MNG-4099), Cosine Score: 0.8549448847770691, Label: 1
Pair: (MNG-4928, MNG-4841), Cosine Score: 0.7974851131439209, Label: 1
Pair: (MNG-4930, MNG-4148), Cosine Score: 0.8528971672058105, Label: 1
Pair: (MNG-4930, MNG-4538), Cosine Score: 0.8565509915351868, Label: 1
Pair: (MNG-4939, MNG-4872), Cosine Score: 0.8725530505180359, Label: 1
Pair: (MNG-4961, MNG-4872), Cosine Score: 0.992462158203125, Label: 1
Pair: (MNG-4961, MNG-4939), Cosine Score: 0.8712871074676514, Label: 1
Pair: (MNG-4964, MNG-4927), Cosine Score: 0.82684326171875, Label: 1
Pair: (MNG-4972, MNG-4947), Cosine Score: 0.9327648878097534, Label: 1
Pair: (MNG-4985, MNG-1388), Cosine Score: 0.7526662349700928, Label: 1
Pair: (MNG-4985, MNG-4894), Cosine Score: 0.8524022102355957, Label: 1
Pair: (MNG-4989, MNG-3782), Cosine Score: 0.8676947355270386, Label: 1
Pair: (MNG-4994, MNG-2872), Cosine Score: 0.7809695601463318, Label: 1
Pair: (MNG-4994, MNG-4508), Cosine Score: 0.773658812046051, Label: 1
Pair: (MNG-4994, MNG-4878), Cosine Score: 0.859929084777832, Label: 1
Pair: (MNG-5004, MNG-4326), Cosine Score: 0.8369912505149841, Label: 1
Pair: (MNG-5034, MNG-3244), Cosine Score: 0.9150112867355347, Label: 1
Pair: (MNG-5039, MNG-4885), Cosine Score: 0.8302767872810364, Label: 1
Pair: (MNG-5052, MNG-2807), Cosine Score: 0.9053911566734314, Label: 1
Pair: (MNG-5088, MNG-2258), Cosine Score: 0.7830455303192139, Label: 1
Pair: (MNG-5146, MNG-4687), Cosine Score: 0.9117732048034668, Label: 1
Pair: (MNG-5224, MNG-5036), Cosine Score: 0.8690162897109985, Label: 1
Pair: (MNG-5225, MNG-5221), Cosine Score: 0.9165483713150024, Label: 1
Pair: (MNG-5273, MNG-5255), Cosine Score: 0.8833173513412476, Label: 1
Pair: (MNG-5290, MNG-1323), Cosine Score: 0.8629999756813049, Label: 1
Pair: (MNG-5290, MNG-1836), Cosine Score: 0.8420522212982178, Label: 1
Pair: (MNG-5290, MNG-1949), Cosine Score: 0.6824496388435364, Label: 1
Pair: (MNG-5290, MNG-2174), Cosine Score: 0.6563562154769897, Label: 1
Pair: (MNG-5290, MNG-2946), Cosine Score: 0.7290918231010437, Label: 1
Pair: (MNG-5290, MNG-3950), Cosine Score: 0.7997284531593323, Label: 1
Pair: (MNG-5290, MNG-4178), Cosine Score: 0.7869908809661865, Label: 1
Pair: (MNG-5472, MNG-5207), Cosine Score: 0.8264866471290588, Label: 1
Pair: (MNG-5501, MNG-4840), Cosine Score: 0.8926868438720703, Label: 1
Pair: (MNG-5520, MNG-5519), Cosine Score: 0.9818870425224304, Label: 1
Pair: (MNG-5537, MNG-3832), Cosine Score: 0.7580267786979675, Label: 1
Pair: (MNG-5539, MNG-5478), Cosine Score: 0.8359308838844299, Label: 1
Pair: (MNG-5590, MNG-5516), Cosine Score: 0.8813725113868713, Label: 1
Pair: (MNG-5617, MNG-5302), Cosine Score: 0.8023982644081116, Label: 1
Pair: (MNG-5619, MNG-4565), Cosine Score: 0.7577545046806335, Label: 1
Pair: (MNG-5628, MNG-5613), Cosine Score: 0.8722726702690125, Label: 1
Pair: (MNG-5651, MNG-5613), Cosine Score: 0.9049614667892456, Label: 1
Pair: (MNG-5651, MNG-5628), Cosine Score: 0.8405787944793701, Label: 1
Pair: (MNG-5670, MNG-5493), Cosine Score: 0.8464037179946899, Label: 1
Pair: (MNG-5691, MNG-1388), Cosine Score: 0.4594253599643707, Label: 1
Pair: (MNG-5691, MNG-4894), Cosine Score: 0.7149454355239868, Label: 1
Pair: (MNG-5691, MNG-4985), Cosine Score: 0.6640732884407043, Label: 1
Pair: (MNG-5710, MNG-5686), Cosine Score: 0.9327908754348755, Label: 1
Pair: (MNG-5798, MNG-5796), Cosine Score: 0.8847594857215881, Label: 1
Pair: (MNG-5802, MNG-5796), Cosine Score: 0.8062699437141418, Label: 1
Pair: (MNG-5802, MNG-5798), Cosine Score: 0.8463541865348816, Label: 1
Pair: (MNG-5804, MNG-5796), Cosine Score: 0.9008710980415344, Label: 1
Pair: (MNG-5804, MNG-5798), Cosine Score: 0.8946875929832458, Label: 1
Pair: (MNG-5804, MNG-5802), Cosine Score: 0.8567083477973938, Label: 1
Pair: (MNG-5842, MNG-5787), Cosine Score: 0.9015604257583618, Label: 1
Pair: (MNG-5845, MNG-5787), Cosine Score: 0.8344174027442932, Label: 1
Pair: (MNG-5845, MNG-5842), Cosine Score: 0.886008083820343, Label: 1
Pair: (MNG-5849, MNG-5796), Cosine Score: 0.8280555009841919, Label: 1
Pair: (MNG-5849, MNG-5798), Cosine Score: 0.8732694387435913, Label: 1
Pair: (MNG-5849, MNG-5802), Cosine Score: 0.8616650700569153, Label: 1
Pair: (MNG-5849, MNG-5804), Cosine Score: 0.8649588227272034, Label: 1
Pair: (MNG-5873, MNG-5812), Cosine Score: 0.882862389087677, Label: 1
Pair: (MNG-5939, MNG-5868), Cosine Score: 0.8259956240653992, Label: 1
Pair: (MNG-233, MNG-889), Cosine Score: 0.6044310331344604, Label: 0
Pair: (MNG-1217, MNG-5646), Cosine Score: 0.5151709914207458, Label: 0
Pair: (MNG-5087, MNG-490), Cosine Score: 0.6872514486312866, Label: 0
Pair: (MNG-3434, MNG-5238), Cosine Score: 0.9305979013442993, Label: 0
Pair: (MNG-2971, MNG-4948), Cosine Score: 0.5287519097328186, Label: 0
Pair: (MNG-145, MNG-2709), Cosine Score: 0.6483491659164429, Label: 0
Pair: (MNG-2616, MNG-2282), Cosine Score: 0.7874704599380493, Label: 0
Pair: (MNG-2420, MNG-4290), Cosine Score: 0.6183809041976929, Label: 0
Pair: (MNG-3654, MNG-482), Cosine Score: 0.7976182103157043, Label: 0
Pair: (MNG-2112, MNG-5903), Cosine Score: 0.7219730615615845, Label: 0
Pair: (MNG-5293, MNG-5953), Cosine Score: 0.931755542755127, Label: 0
Pair: (MNG-2868, MNG-5280), Cosine Score: 0.6958946585655212, Label: 0
Pair: (MNG-2623, MNG-4658), Cosine Score: 0.6713390946388245, Label: 0
Pair: (MNG-5024, MNG-2337), Cosine Score: 0.8183574080467224, Label: 0
Pair: (MNG-4688, MNG-3352), Cosine Score: 0.801950991153717, Label: 0
Pair: (MNG-4175, MNG-3473), Cosine Score: 0.5849449038505554, Label: 0
Pair: (MNG-977, MNG-5555), Cosine Score: 0.577789843082428, Label: 0
Pair: (MNG-1027, MNG-3499), Cosine Score: 0.6204853653907776, Label: 0
Pair: (MNG-5348, MNG-5345), Cosine Score: 0.5429515242576599, Label: 0
Pair: (MNG-1337, MNG-5789), Cosine Score: 0.6852312684059143, Label: 0
Pair: (MNG-3435, MNG-5757), Cosine Score: 0.7510363459587097, Label: 0
Pair: (MNG-701, MNG-2699), Cosine Score: 0.7535722255706787, Label: 0
Pair: (MNG-3974, MNG-3656), Cosine Score: 0.40114226937294006, Label: 0
Pair: (MNG-2036, MNG-5852), Cosine Score: 0.5078316330909729, Label: 0
Pair: (MNG-3066, MNG-2149), Cosine Score: 0.8137773275375366, Label: 0
Pair: (MNG-1417, MNG-2686), Cosine Score: 0.8979465365409851, Label: 0
Pair: (MNG-1365, MNG-2334), Cosine Score: 0.3773424029350281, Label: 0
Pair: (MNG-2589, MNG-3588), Cosine Score: 0.6046720743179321, Label: 0
Pair: (MNG-314, MNG-511), Cosine Score: 0.6647003889083862, Label: 0
Pair: (MNG-2796, MNG-5530), Cosine Score: 0.7476955652236938, Label: 0
Pair: (MNG-4952, MNG-3652), Cosine Score: 0.7078065276145935, Label: 0
Pair: (MNG-453, MNG-5131), Cosine Score: 0.6934731602668762, Label: 0
Pair: (MNG-4470, MNG-4600), Cosine Score: 0.718681812286377, Label: 0
Pair: (MNG-4847, MNG-5333), Cosine Score: 0.527938723564148, Label: 0
Pair: (MNG-4915, MNG-2778), Cosine Score: 0.6633254885673523, Label: 0
Pair: (MNG-3974, MNG-3607), Cosine Score: 0.5693575143814087, Label: 0
Pair: (MNG-298, MNG-2901), Cosine Score: 0.649941086769104, Label: 0
Pair: (MNG-515, MNG-4759), Cosine Score: 0.7036821842193604, Label: 0
Pair: (MNG-230, MNG-4000), Cosine Score: 0.7017256617546082, Label: 0
Pair: (MNG-2823, MNG-4669), Cosine Score: 0.8064172863960266, Label: 0
Pair: (MNG-378, MNG-790), Cosine Score: 0.5935953259468079, Label: 0
Pair: (MNG-5770, MNG-4135), Cosine Score: 0.6967648267745972, Label: 0
Pair: (MNG-5352, MNG-4988), Cosine Score: 0.822737991809845, Label: 0
Pair: (MNG-5632, MNG-5614), Cosine Score: 0.8290060758590698, Label: 0
Pair: (MNG-3943, MNG-2041), Cosine Score: 0.6318849325180054, Label: 0
Pair: (MNG-52, MNG-2230), Cosine Score: 0.740897536277771, Label: 0
Pair: (MNG-5141, MNG-500), Cosine Score: 0.7607778310775757, Label: 0
Pair: (MNG-4851, MNG-3104), Cosine Score: 0.7523707747459412, Label: 0
Pair: (MNG-2377, MNG-1214), Cosine Score: 0.7734798192977905, Label: 0
Pair: (MNG-1676, MNG-4129), Cosine Score: 0.8439784646034241, Label: 0
Pair: (MNG-5426, MNG-2349), Cosine Score: 0.7531148791313171, Label: 0
Pair: (MNG-5647, MNG-977), Cosine Score: 0.5734097361564636, Label: 0
Pair: (MNG-5535, MNG-1424), Cosine Score: 0.7172093391418457, Label: 0
Pair: (MNG-4769, MNG-2990), Cosine Score: 0.7132880687713623, Label: 0
Pair: (MNG-389, MNG-5922), Cosine Score: 0.7421083450317383, Label: 0
Pair: (MNG-650, MNG-1718), Cosine Score: 0.7201882004737854, Label: 0
Pair: (MNG-4948, MNG-4766), Cosine Score: 0.5111622214317322, Label: 0
Pair: (MNG-544, MNG-2207), Cosine Score: 0.6512305736541748, Label: 0
Pair: (MNG-2819, MNG-5771), Cosine Score: 0.7328848242759705, Label: 0
Pair: (MNG-4879, MNG-3751), Cosine Score: 0.6285338401794434, Label: 0
Pair: (MNG-2968, MNG-5674), Cosine Score: 0.5964460968971252, Label: 0
Pair: (MNG-3385, MNG-3158), Cosine Score: 0.6398659944534302, Label: 0
Pair: (MNG-980, MNG-4737), Cosine Score: 0.6887080669403076, Label: 0
Pair: (MNG-3726, MNG-5504), Cosine Score: 0.7586262822151184, Label: 0
Pair: (MNG-2782, MNG-3109), Cosine Score: 0.6905359625816345, Label: 0
Pair: (MNG-3265, MNG-5559), Cosine Score: 0.6984104514122009, Label: 0
Pair: (MNG-2117, MNG-2222), Cosine Score: 0.6597896218299866, Label: 0
Pair: (MNG-5424, MNG-3125), Cosine Score: 0.7059025168418884, Label: 0
Pair: (MNG-59, MNG-5791), Cosine Score: 0.7929245829582214, Label: 0
Pair: (MNG-4985, MNG-2330), Cosine Score: 0.7190525531768799, Label: 0
Pair: (MNG-4891, MNG-4050), Cosine Score: 0.8046355247497559, Label: 0
Pair: (MNG-2494, MNG-5587), Cosine Score: 0.5748758912086487, Label: 0
Pair: (MNG-3621, MNG-1827), Cosine Score: 0.7644269466400146, Label: 0
Pair: (MNG-350, MNG-1465), Cosine Score: 0.794519305229187, Label: 0
Pair: (MNG-891, MNG-3301), Cosine Score: 0.6194838881492615, Label: 0
Pair: (MNG-3479, MNG-2705), Cosine Score: 0.7106026411056519, Label: 0
Pair: (MNG-2250, MNG-1070), Cosine Score: 0.5954700708389282, Label: 0
Pair: (MNG-5561, MNG-3947), Cosine Score: 0.7800638675689697, Label: 0
Pair: (MNG-196, MNG-5856), Cosine Score: 0.7176609039306641, Label: 0
Pair: (MNG-4818, MNG-3523), Cosine Score: 0.7627559304237366, Label: 0
Pair: (MNG-4445, MNG-716), Cosine Score: 0.8174357414245605, Label: 0
Pair: (MNG-3511, MNG-2624), Cosine Score: 0.6653361320495605, Label: 0
Pair: (MNG-4794, MNG-4463), Cosine Score: 0.8444116115570068, Label: 0
Pair: (MNG-492, MNG-320), Cosine Score: 0.7490513920783997, Label: 0
Pair: (MNG-1118, MNG-4359), Cosine Score: 0.7703396081924438, Label: 0
Pair: (MNG-5639, MNG-197), Cosine Score: 0.8673563003540039, Label: 0
Pair: (MNG-5277, MNG-557), Cosine Score: 0.6115520000457764, Label: 0
Pair: (MNG-5939, MNG-2321), Cosine Score: 0.7896356582641602, Label: 0
Pair: (MNG-2601, MNG-2797), Cosine Score: 0.6693293452262878, Label: 0
Pair: (MNG-4397, MNG-4319), Cosine Score: 0.7464777231216431, Label: 0
Pair: (MNG-27, MNG-2008), Cosine Score: 0.3715844750404358, Label: 0
Pair: (MNG-2352, MNG-149), Cosine Score: 0.9109458327293396, Label: 0
Pair: (MNG-5135, MNG-1527), Cosine Score: 0.798255980014801, Label: 0
Pair: (MNG-574, MNG-5328), Cosine Score: 0.7414771318435669, Label: 0
Pair: (MNG-4759, MNG-5657), Cosine Score: 0.728676438331604, Label: 0
Pair: (MNG-3560, MNG-5037), Cosine Score: 0.7526128888130188, Label: 0
Pair: (MNG-1984, MNG-1220), Cosine Score: 0.6228200197219849, Label: 0
Pair: (MNG-2032, MNG-153), Cosine Score: 0.670091450214386, Label: 0
Pair: (MNG-337, MNG-2612), Cosine Score: 0.8230087757110596, Label: 0
Pair: (MNG-4362, MNG-1191), Cosine Score: 0.6401306390762329, Label: 0
Pair: (MNG-2971, MNG-1278), Cosine Score: 0.6901403665542603, Label: 0
Pair: (MNG-2861, MNG-5020), Cosine Score: 0.5819928646087646, Label: 0
Pair: (MNG-2282, MNG-4163), Cosine Score: 0.7518481612205505, Label: 0
Pair: (MNG-4200, MNG-3305), Cosine Score: 0.7823684215545654, Label: 0
Pair: (MNG-5835, MNG-3353), Cosine Score: 0.5842111706733704, Label: 0
Pair: (MNG-2914, MNG-226), Cosine Score: 0.6759331822395325, Label: 0
Pair: (MNG-841, MNG-1220), Cosine Score: 0.6639789938926697, Label: 0
Pair: (MNG-2166, MNG-5371), Cosine Score: 0.5436381697654724, Label: 0
Pair: (MNG-834, MNG-2999), Cosine Score: 0.5872238874435425, Label: 0
Pair: (MNG-4013, MNG-396), Cosine Score: 0.8056985139846802, Label: 0
Pair: (MNG-53, MNG-2187), Cosine Score: 0.7413535714149475, Label: 0
Pair: (MNG-5954, MNG-5849), Cosine Score: 0.7915935516357422, Label: 0
Pair: (MNG-1661, MNG-2449), Cosine Score: 0.6775683164596558, Label: 0
Pair: (MNG-3601, MNG-5755), Cosine Score: 0.675757884979248, Label: 0
Pair: (MNG-3612, MNG-2896), Cosine Score: 0.8291715383529663, Label: 0
Pair: (MNG-3010, MNG-1676), Cosine Score: 0.8162417411804199, Label: 0
Pair: (MNG-2957, MNG-5934), Cosine Score: 0.7397003769874573, Label: 0
Pair: (MNG-4650, MNG-2967), Cosine Score: 0.7356861233711243, Label: 0
Pair: (MNG-4952, MNG-3232), Cosine Score: 0.6185812950134277, Label: 0
Pair: (MNG-2797, MNG-97), Cosine Score: 0.7792366147041321, Label: 0
Pair: (MNG-2446, MNG-5891), Cosine Score: 0.5618961453437805, Label: 0
Pair: (MNG-3987, MNG-3150), Cosine Score: 0.7125617265701294, Label: 0
Pair: (MNG-5100, MNG-5424), Cosine Score: 0.6304450035095215, Label: 0
Pair: (MNG-4471, MNG-4179), Cosine Score: 0.6552202105522156, Label: 0
Pair: (MNG-1301, MNG-5406), Cosine Score: 0.6498652696609497, Label: 0
Pair: (MNG-2974, MNG-5868), Cosine Score: 0.8147271275520325, Label: 0
Pair: (MNG-2523, MNG-4507), Cosine Score: 0.5695744156837463, Label: 0
Pair: (MNG-5302, MNG-807), Cosine Score: 0.49463939666748047, Label: 0
Pair: (MNG-4026, MNG-1183), Cosine Score: 0.7525291442871094, Label: 0
Pair: (MNG-621, MNG-2706), Cosine Score: 0.7169091701507568, Label: 0
Pair: (MNG-4472, MNG-4190), Cosine Score: 0.749178409576416, Label: 0
Pair: (MNG-2161, MNG-4735), Cosine Score: 0.7397494912147522, Label: 0
Pair: (MNG-4972, MNG-5409), Cosine Score: 0.6871505379676819, Label: 0
Pair: (MNG-3368, MNG-3831), Cosine Score: 0.7427961826324463, Label: 0
Pair: (MNG-3895, MNG-1725), Cosine Score: 0.63835608959198, Label: 0
Pair: (MNG-5658, MNG-608), Cosine Score: 0.6506198644638062, Label: 0
Pair: (MNG-3967, MNG-5694), Cosine Score: 0.815919816493988, Label: 0
Pair: (MNG-294, MNG-2834), Cosine Score: 0.7930965423583984, Label: 0
Pair: (MNG-389, MNG-5112), Cosine Score: 0.8528691530227661, Label: 0
Pair: (MNG-741, MNG-4956), Cosine Score: 0.7598398327827454, Label: 0
Pair: (MNG-4188, MNG-2776), Cosine Score: 0.7792774438858032, Label: 0
Pair: (MNG-3319, MNG-5285), Cosine Score: 0.7595539093017578, Label: 0
Pair: (MNG-4206, MNG-1367), Cosine Score: 0.3941783607006073, Label: 0
Pair: (MNG-4244, MNG-2438), Cosine Score: 0.7078659534454346, Label: 0
Pair: (MNG-2741, MNG-3448), Cosine Score: 0.7644708752632141, Label: 0
Pair: (MNG-2790, MNG-2721), Cosine Score: 0.4036198854446411, Label: 0
Pair: (MNG-4325, MNG-4398), Cosine Score: 0.6981211304664612, Label: 0
Pair: (MNG-1249, MNG-306), Cosine Score: 0.6534168124198914, Label: 0
Pair: (MNG-4708, MNG-4458), Cosine Score: 0.4444364607334137, Label: 0
Pair: (MNG-985, MNG-1201), Cosine Score: 0.7392035722732544, Label: 0
Pair: (MNG-177, MNG-3173), Cosine Score: 0.37587693333625793, Label: 0
Pair: (MNG-3696, MNG-2990), Cosine Score: 0.6696919202804565, Label: 0
Pair: (MNG-4410, MNG-4062), Cosine Score: 0.6633251905441284, Label: 0
Pair: (MNG-3175, MNG-5235), Cosine Score: 0.3705168664455414, Label: 0
Pair: (MNG-4952, MNG-3739), Cosine Score: 0.5213000774383545, Label: 0
Pair: (MNG-4666, MNG-407), Cosine Score: 0.6975789666175842, Label: 0
Pair: (MNG-2442, MNG-4459), Cosine Score: 0.6391918659210205, Label: 0
Pair: (MNG-2287, MNG-5734), Cosine Score: 0.5274465084075928, Label: 0
Pair: (MNG-3160, MNG-122), Cosine Score: 0.4298352301120758, Label: 0
Pair: (MNG-4244, MNG-3312), Cosine Score: 0.6764527559280396, Label: 0
Pair: (MNG-916, MNG-5053), Cosine Score: 0.5566165447235107, Label: 0
Pair: (MNG-4060, MNG-3718), Cosine Score: 0.6042295098304749, Label: 0
Pair: (MNG-1902, MNG-1353), Cosine Score: 0.43851110339164734, Label: 0
Pair: (MNG-5693, MNG-2729), Cosine Score: 0.516717255115509, Label: 0
Pair: (MNG-3529, MNG-5733), Cosine Score: 0.6247438788414001, Label: 0
Pair: (MNG-1351, MNG-4823), Cosine Score: 0.7761777639389038, Label: 0
Pair: (MNG-4922, MNG-5085), Cosine Score: 0.641687273979187, Label: 0
Pair: (MNG-2713, MNG-4315), Cosine Score: 0.7790786027908325, Label: 0
Pair: (MNG-2661, MNG-2323), Cosine Score: 0.6455351114273071, Label: 0
Pair: (MNG-5852, MNG-4246), Cosine Score: 0.6677170395851135, Label: 0
Pair: (MNG-2175, MNG-4121), Cosine Score: 0.6895697116851807, Label: 0
Pair: (MNG-4210, MNG-3861), Cosine Score: 0.6852608323097229, Label: 0
Pair: (MNG-1356, MNG-2894), Cosine Score: 0.5481470227241516, Label: 0
Pair: (MNG-4220, MNG-4710), Cosine Score: 0.6930390000343323, Label: 0
Pair: (MNG-5196, MNG-3964), Cosine Score: 0.5988625884056091, Label: 0
Pair: (MNG-1997, MNG-914), Cosine Score: 0.6075096726417542, Label: 0
Pair: (MNG-2586, MNG-2603), Cosine Score: 0.7237420678138733, Label: 0
Pair: (MNG-4794, MNG-2678), Cosine Score: 0.7654057145118713, Label: 0
Pair: (MNG-3269, MNG-3069), Cosine Score: 0.815359354019165, Label: 0
Pair: (MNG-2005, MNG-5235), Cosine Score: 0.4272213876247406, Label: 0
Pair: (MNG-5060, MNG-1751), Cosine Score: 0.6874083876609802, Label: 0
Pair: (MNG-2938, MNG-4968), Cosine Score: 0.4578187167644501, Label: 0
Pair: (MNG-4388, MNG-5269), Cosine Score: 0.5405775904655457, Label: 0
Pair: (MNG-1742, MNG-4032), Cosine Score: 0.5969987511634827, Label: 0
