Pair: (CB-149, CB-136), Cosine Score: 0.9685993790626526, Label: 1
Pair: (CB-10261, CB-9374), Cosine Score: 0.8305689692497253, Label: 1
Pair: (CB-10264, CB-9602), Cosine Score: 0.8514171242713928, Label: 1
Pair: (CB-10264, CB-10101), Cosine Score: 0.9096850156784058, Label: 1
Pair: (CB-10264, CB-10234), Cosine Score: 0.8914661407470703, Label: 1
Pair: (CB-10266, CB-9097), Cosine Score: 0.7799874544143677, Label: 1
Pair: (CB-10287, CB-9185), Cosine Score: 0.9603878259658813, Label: 1
Pair: (CB-10297, CB-10269), Cosine Score: 0.8839570879936218, Label: 1
Pair: (CB-10309, CB-7856), Cosine Score: 0.902955174446106, Label: 1
Pair: (CB-10309, CB-9189), Cosine Score: 0.8747587203979492, Label: 1
Pair: (CB-10309, CB-9477), Cosine Score: 0.888546884059906, Label: 1
Pair: (CB-10385, CB-9770), Cosine Score: 0.9272143244743347, Label: 1
Pair: (CB-4206, CB-1234), Cosine Score: 0.7191948890686035, Label: 0
Pair: (CB-8756, CB-5282), Cosine Score: 0.5703247785568237, Label: 0
Pair: (CB-773, CB-7998), Cosine Score: 0.7456765174865723, Label: 0
Pair: (CB-6432, CB-4307), Cosine Score: 0.7701013088226318, Label: 0
Pair: (CB-5453, CB-4043), Cosine Score: 0.8052385449409485, Label: 0
Pair: (CB-5976, CB-5857), Cosine Score: 0.7339010238647461, Label: 0
Pair: (CB-2457, CB-6715), Cosine Score: 0.5661705732345581, Label: 0
Pair: (CB-5015, CB-237), Cosine Score: 0.6282673478126526, Label: 0
Pair: (CB-6647, CB-6036), Cosine Score: 0.6942086219787598, Label: 0
Pair: (CB-8407, CB-8359), Cosine Score: 0.37869179248809814, Label: 0
Pair: (CB-6709, CB-8464), Cosine Score: 0.8413867354393005, Label: 0
Pair: (CB-5977, CB-455), Cosine Score: 0.7464351654052734, Label: 0
Pair: (CB-2689, CB-876), Cosine Score: 0.6287796497344971, Label: 0
Pair: (CB-3602, CB-5160), Cosine Score: 0.7987842559814453, Label: 0
Pair: (CB-796, CB-8164), Cosine Score: 0.7762526869773865, Label: 0
Pair: (CB-3355, CB-3561), Cosine Score: 0.6789078116416931, Label: 0
Pair: (CB-9696, CB-757), Cosine Score: 0.5860939621925354, Label: 0
Pair: (CB-8305, CB-10245), Cosine Score: 0.8476191759109497, Label: 0
Pair: (CB-9022, CB-9155), Cosine Score: 0.4617118835449219, Label: 0
Pair: (CB-10412, CB-3453), Cosine Score: 0.603233814239502, Label: 0
Pair: (CB-356, CB-4682), Cosine Score: 0.7427834868431091, Label: 0
Pair: (CB-1321, CB-10379), Cosine Score: 0.7570682764053345, Label: 0
Pair: (CB-6266, CB-9233), Cosine Score: 0.5995645523071289, Label: 0
Pair: (CB-366, CB-5542), Cosine Score: 0.6101726293563843, Label: 0
Pair: (CB-5079, CB-2716), Cosine Score: 0.891493558883667, Label: 0
Pair: (CB-4014, CB-8720), Cosine Score: 0.7925766706466675, Label: 0
Pair: (CB-1183, CB-2662), Cosine Score: 0.7219234704971313, Label: 0
Pair: (CB-1334, CB-2365), Cosine Score: 0.8632835149765015, Label: 0
Pair: (CB-4012, CB-6732), Cosine Score: 0.6880226135253906, Label: 0
Pair: (CB-7066, CB-3008), Cosine Score: 0.5166400671005249, Label: 0
Pair: (CB-10363, CB-5022), Cosine Score: 0.8818011283874512, Label: 0
Pair: (CB-7105, CB-8769), Cosine Score: 0.6861264109611511, Label: 0
Pair: (CB-9899, CB-823), Cosine Score: 0.8213952779769897, Label: 0
Pair: (CB-2639, CB-1810), Cosine Score: 0.717619001865387, Label: 0
Pair: (CB-4812, CB-10099), Cosine Score: 0.3404175639152527, Label: 0
Pair: (CB-4176, CB-7920), Cosine Score: 0.6388805508613586, Label: 0
Pair: (CB-7036, CB-1928), Cosine Score: 0.5801355242729187, Label: 0
Pair: (CB-134, CB-34), Cosine Score: 0.5901317596435547, Label: 0
Pair: (CB-5092, CB-636), Cosine Score: 0.5926958322525024, Label: 0
Pair: (CB-900, CB-232), Cosine Score: 0.8907681107521057, Label: 0
Pair: (CB-7009, CB-2058), Cosine Score: 0.8845672607421875, Label: 0
Pair: (CB-7236, CB-6654), Cosine Score: 0.6837273836135864, Label: 0
Pair: (CB-374, CB-7964), Cosine Score: 0.4611043930053711, Label: 0
Pair: (CB-7938, CB-6212), Cosine Score: 0.784177839756012, Label: 0
Pair: (CB-5390, CB-490), Cosine Score: 0.5771372318267822, Label: 0
Pair: (CB-1728, CB-1785), Cosine Score: 0.9718479514122009, Label: 0
Pair: (CB-5010, CB-4849), Cosine Score: 0.6740646362304688, Label: 0
Pair: (CB-9715, CB-732), Cosine Score: 0.6547479629516602, Label: 0
Pair: (CB-5711, CB-2133), Cosine Score: 0.45494112372398376, Label: 0
Pair: (CB-6845, CB-10004), Cosine Score: 0.7162948250770569, Label: 0
Pair: (CB-1593, CB-4983), Cosine Score: 0.5707989931106567, Label: 0
Pair: (CB-5274, CB-1069), Cosine Score: 0.776045024394989, Label: 0
Pair: (CB-10073, CB-3542), Cosine Score: 0.6138482093811035, Label: 0
Pair: (CB-7418, CB-5141), Cosine Score: 0.6719746589660645, Label: 0
Pair: (CB-3357, CB-9672), Cosine Score: 0.4325121343135834, Label: 0
Pair: (CB-5141, CB-5675), Cosine Score: 0.77853924036026, Label: 0
Pair: (CB-7819, CB-7244), Cosine Score: 0.8537797331809998, Label: 0
Pair: (CB-7644, CB-2309), Cosine Score: 0.6598421931266785, Label: 0
Pair: (CB-9204, CB-9954), Cosine Score: 0.2669929265975952, Label: 0
Pair: (CB-5379, CB-4683), Cosine Score: 0.6861545443534851, Label: 0
Pair: (CB-1745, CB-8086), Cosine Score: 0.42569273710250854, Label: 0
Pair: (CB-4717, CB-9528), Cosine Score: 0.694001317024231, Label: 0
Pair: (CB-4302, CB-2787), Cosine Score: 0.7819898724555969, Label: 0
Pair: (CB-1880, CB-8736), Cosine Score: 0.5360491871833801, Label: 0
Pair: (CB-8499, CB-2830), Cosine Score: 0.6067472100257874, Label: 0
Pair: (CB-7032, CB-10381), Cosine Score: 0.5576697587966919, Label: 0
Pair: (CB-1863, CB-7401), Cosine Score: 0.873681366443634, Label: 0
Pair: (CB-8535, CB-9298), Cosine Score: 0.7123997211456299, Label: 0
Pair: (CB-6216, CB-3917), Cosine Score: 0.9033744931221008, Label: 0
Pair: (CB-4026, CB-3379), Cosine Score: 0.7533442974090576, Label: 0
Pair: (CB-7919, CB-10047), Cosine Score: 0.5186663866043091, Label: 0
Pair: (CB-3054, CB-5934), Cosine Score: 0.5382328033447266, Label: 0
Pair: (CB-8608, CB-5411), Cosine Score: 0.5372701287269592, Label: 0
Pair: (CB-8680, CB-6474), Cosine Score: 0.6256325840950012, Label: 0
Pair: (CB-5802, CB-5134), Cosine Score: 0.686427116394043, Label: 0
Pair: (CB-10405, CB-4575), Cosine Score: 0.7230904698371887, Label: 0
Pair: (CB-1507, CB-8581), Cosine Score: 0.7222335934638977, Label: 0
Pair: (CB-2273, CB-998), Cosine Score: 0.6753860116004944, Label: 0
Pair: (CB-6685, CB-7430), Cosine Score: 0.8656632900238037, Label: 0
Pair: (CB-7089, CB-7316), Cosine Score: 0.7320840954780579, Label: 0
Pair: (CB-9925, CB-5575), Cosine Score: 0.5718528628349304, Label: 0
Pair: (CB-3321, CB-5285), Cosine Score: 0.654297947883606, Label: 0
Pair: (CB-1964, CB-7211), Cosine Score: 0.3311820328235626, Label: 0
Pair: (CB-4673, CB-7881), Cosine Score: 0.6903486251831055, Label: 0
Pair: (CB-10132, CB-4219), Cosine Score: 0.65576171875, Label: 0
Pair: (CB-9310, CB-4789), Cosine Score: 0.5951780080795288, Label: 0
Pair: (CB-524, CB-166), Cosine Score: 0.8053521513938904, Label: 0
Pair: (CB-7878, CB-5508), Cosine Score: 0.8330573439598083, Label: 0
Pair: (CB-7625, CB-9171), Cosine Score: 0.3173355460166931, Label: 0
Pair: (CB-2693, CB-8298), Cosine Score: 0.47084876894950867, Label: 0
Pair: (CB-4115, CB-8205), Cosine Score: 0.9572110772132874, Label: 0
Pair: (CB-1251, CB-7077), Cosine Score: 0.6966055631637573, Label: 0
Pair: (CB-10328, CB-3668), Cosine Score: 0.48506107926368713, Label: 0
Pair: (CB-10399, CB-8341), Cosine Score: 0.6529913544654846, Label: 0
Pair: (CB-5429, CB-7698), Cosine Score: 0.7240591645240784, Label: 0
Pair: (CB-1090, CB-10416), Cosine Score: 0.4949209690093994, Label: 0
Pair: (CB-3051, CB-5564), Cosine Score: 0.6773115992546082, Label: 0
Pair: (CB-6207, CB-3560), Cosine Score: 0.6952220797538757, Label: 0
Pair: (CB-7932, CB-8865), Cosine Score: 0.5808874368667603, Label: 0
Pair: (CB-8336, CB-3469), Cosine Score: 0.9388339519500732, Label: 0
Pair: (CB-6681, CB-13), Cosine Score: 0.5790660977363586, Label: 0
Pair: (CB-10015, CB-1280), Cosine Score: 0.535025417804718, Label: 0
Pair: (CB-6237, CB-1681), Cosine Score: 0.5403369069099426, Label: 0
Pair: (CB-8277, CB-9498), Cosine Score: 0.8700108528137207, Label: 0
Pair: (CB-210, CB-6652), Cosine Score: 0.7203912734985352, Label: 0
Pair: (CB-3834, CB-7154), Cosine Score: 0.7507982850074768, Label: 0
Pair: (CB-349, CB-6223), Cosine Score: 0.7523027658462524, Label: 0
Pair: (CB-1613, CB-4561), Cosine Score: 0.6971438527107239, Label: 0
Pair: (CB-5456, CB-5150), Cosine Score: 0.7304277420043945, Label: 0
Pair: (CB-8961, CB-689), Cosine Score: 0.6459224820137024, Label: 0
Pair: (CB-1107, CB-3786), Cosine Score: 0.7409659624099731, Label: 0
Pair: (CB-4781, CB-4434), Cosine Score: 0.715663492679596, Label: 0
Pair: (CB-7265, CB-7998), Cosine Score: 0.7465840578079224, Label: 0
Pair: (CB-9385, CB-7742), Cosine Score: 0.5066889524459839, Label: 0
Pair: (CB-7015, CB-6820), Cosine Score: 0.41567307710647583, Label: 0
Pair: (CB-7175, CB-6513), Cosine Score: 0.6091870665550232, Label: 0
Pair: (CB-4320, CB-8413), Cosine Score: 0.6118263602256775, Label: 0
Pair: (CB-346, CB-178), Cosine Score: 0.7717198729515076, Label: 0
Pair: (CB-5363, CB-5850), Cosine Score: 0.671582043170929, Label: 0
Pair: (CB-5846, CB-9106), Cosine Score: 0.705457866191864, Label: 0
Pair: (CB-7657, CB-6373), Cosine Score: 0.5834751129150391, Label: 0
Pair: (CB-2242, CB-9671), Cosine Score: 0.8337860703468323, Label: 0
Pair: (CB-5881, CB-8013), Cosine Score: 0.5108650326728821, Label: 0
Pair: (CB-1817, CB-4866), Cosine Score: 0.4801589846611023, Label: 0
Pair: (CB-8609, CB-6651), Cosine Score: 0.546358585357666, Label: 0
Pair: (CB-2535, CB-5017), Cosine Score: 0.6166329979896545, Label: 0
Pair: (CB-6614, CB-8236), Cosine Score: 0.5744971036911011, Label: 0
Pair: (CB-5789, CB-5717), Cosine Score: 0.5790426731109619, Label: 0
Pair: (CB-9349, CB-7103), Cosine Score: 0.6174317002296448, Label: 0
Pair: (CB-8194, CB-8113), Cosine Score: 0.7076265811920166, Label: 0
Pair: (CB-2434, CB-1285), Cosine Score: 0.6611639857292175, Label: 0
Pair: (CB-7250, CB-8902), Cosine Score: 0.5994673371315002, Label: 0
Pair: (CB-8603, CB-8553), Cosine Score: 0.5203379988670349, Label: 0
Pair: (CB-4574, CB-6400), Cosine Score: 0.5889195799827576, Label: 0
Pair: (CB-7758, CB-2751), Cosine Score: 0.8261530995368958, Label: 0
Pair: (CB-6033, CB-6963), Cosine Score: 0.5979457497596741, Label: 0
Pair: (CB-7078, CB-6823), Cosine Score: 0.6946802139282227, Label: 0
Pair: (CB-2816, CB-6318), Cosine Score: 0.48799553513526917, Label: 0
Pair: (CB-5675, CB-517), Cosine Score: 0.695585310459137, Label: 0
Pair: (CB-263, CB-4133), Cosine Score: 0.3637210726737976, Label: 0
Pair: (CB-10051, CB-720), Cosine Score: 0.3369586169719696, Label: 0
Pair: (CB-2874, CB-6053), Cosine Score: 0.5888680219650269, Label: 0
Pair: (CB-5952, CB-467), Cosine Score: 0.6268494129180908, Label: 0
Pair: (CB-689, CB-6809), Cosine Score: 0.8132426738739014, Label: 0
Pair: (CB-10396, CB-7462), Cosine Score: 0.6449042558670044, Label: 0
Pair: (CB-4039, CB-6936), Cosine Score: 0.735941469669342, Label: 0
Pair: (CB-8391, CB-2605), Cosine Score: 0.8215859532356262, Label: 0
Pair: (CB-124, CB-2307), Cosine Score: 0.7174063324928284, Label: 0
Pair: (CB-5669, CB-1362), Cosine Score: 0.7819345593452454, Label: 0
Pair: (CB-3105, CB-7075), Cosine Score: 0.7264264225959778, Label: 0
Pair: (CB-6690, CB-1999), Cosine Score: 0.6215158700942993, Label: 0
Pair: (CB-4708, CB-2088), Cosine Score: 0.640174150466919, Label: 0
Pair: (CB-3005, CB-7519), Cosine Score: 0.766427218914032, Label: 0
Pair: (CB-5196, CB-5686), Cosine Score: 0.866290271282196, Label: 0
Pair: (CB-3000, CB-6004), Cosine Score: 0.7520726323127747, Label: 0
Pair: (CB-4762, CB-5035), Cosine Score: 0.7526471614837646, Label: 0
Pair: (CB-798, CB-618), Cosine Score: 0.6824136972427368, Label: 0
Pair: (CB-2963, CB-9443), Cosine Score: 0.2983244061470032, Label: 0
Pair: (CB-10131, CB-8125), Cosine Score: 0.5004572868347168, Label: 0
Pair: (CB-4064, CB-6623), Cosine Score: 0.737318754196167, Label: 0
Pair: (CB-345, CB-8212), Cosine Score: 0.8719570636749268, Label: 0
Pair: (CB-10276, CB-1276), Cosine Score: 0.685014545917511, Label: 0
Pair: (CB-8816, CB-8465), Cosine Score: 0.6902081966400146, Label: 0
Pair: (CB-7888, CB-5205), Cosine Score: 0.6949167251586914, Label: 0
Pair: (CB-6678, CB-7891), Cosine Score: 0.8009585738182068, Label: 0
Pair: (CB-8906, CB-7926), Cosine Score: 0.8246649503707886, Label: 0
Pair: (CB-9020, CB-3636), Cosine Score: 0.6862888336181641, Label: 0
Pair: (CB-1142, CB-7086), Cosine Score: 0.7733551263809204, Label: 0
Pair: (CB-39, CB-1009), Cosine Score: 0.5766004920005798, Label: 0
Pair: (CB-1840, CB-4905), Cosine Score: 0.677065908908844, Label: 0
Pair: (CB-4372, CB-10164), Cosine Score: 0.5541829466819763, Label: 0
Pair: (CB-6096, CB-2120), Cosine Score: 0.8490052223205566, Label: 0
Pair: (CB-6541, CB-5639), Cosine Score: 0.6877313256263733, Label: 0
Pair: (CB-6105, CB-5579), Cosine Score: 0.7618370652198792, Label: 0
Pair: (CB-621, CB-761), Cosine Score: 0.6885601878166199, Label: 0
Pair: (CB-4562, CB-1611), Cosine Score: 0.2751970589160919, Label: 0
Pair: (CB-9484, CB-5230), Cosine Score: 0.5731183290481567, Label: 0
Pair: (CB-3171, CB-8894), Cosine Score: 0.7264224886894226, Label: 0
Pair: (CB-4487, CB-4414), Cosine Score: 0.7627033591270447, Label: 0
Pair: (CB-640, CB-9375), Cosine Score: 0.7184608578681946, Label: 0
Pair: (CB-4828, CB-365), Cosine Score: 0.6145873665809631, Label: 0
Pair: (CB-1852, CB-228), Cosine Score: 0.8324621915817261, Label: 0
Pair: (CB-7363, CB-8598), Cosine Score: 0.7347204089164734, Label: 0
Pair: (CB-1549, CB-5149), Cosine Score: 0.6450002789497375, Label: 0
Pair: (CB-7346, CB-8658), Cosine Score: 0.6872168183326721, Label: 0
Pair: (CB-899, CB-3917), Cosine Score: 0.8659875988960266, Label: 0
Pair: (CB-129, CB-7990), Cosine Score: 0.4839991629123688, Label: 0
Pair: (CB-8984, CB-7660), Cosine Score: 0.6423993110656738, Label: 0
Pair: (CB-576, CB-5033), Cosine Score: 0.6901432871818542, Label: 0
Pair: (CB-4402, CB-4298), Cosine Score: 0.5374395847320557, Label: 0
Pair: (CB-7235, CB-849), Cosine Score: 0.5004640817642212, Label: 0
Pair: (CB-8111, CB-2355), Cosine Score: 0.6912747621536255, Label: 0
Pair: (CB-4298, CB-1927), Cosine Score: 0.7744421362876892, Label: 0
Pair: (CB-7264, CB-3262), Cosine Score: 0.8596118092536926, Label: 0
Pair: (CB-9412, CB-5278), Cosine Score: 0.7512145638465881, Label: 0
Pair: (CB-5275, CB-1649), Cosine Score: 0.626804530620575, Label: 0
Pair: (CB-4402, CB-9709), Cosine Score: 0.5674108266830444, Label: 0
Pair: (CB-7704, CB-2605), Cosine Score: 0.7775991559028625, Label: 0
Pair: (CB-6280, CB-1214), Cosine Score: 0.4841887056827545, Label: 0
Pair: (CB-9974, CB-2858), Cosine Score: 0.8129277229309082, Label: 0
Pair: (CB-2304, CB-893), Cosine Score: 0.7329823970794678, Label: 0
Pair: (CB-5521, CB-5078), Cosine Score: 0.5194401144981384, Label: 0
Pair: (CB-3465, CB-5041), Cosine Score: 0.6573988795280457, Label: 0
Pair: (CB-6059, CB-4362), Cosine Score: 0.6837558746337891, Label: 0
Pair: (CB-4087, CB-7083), Cosine Score: 0.7751467227935791, Label: 0
Pair: (CB-5557, CB-4838), Cosine Score: 0.9818353056907654, Label: 0
Pair: (CB-520, CB-2595), Cosine Score: 0.7602959871292114, Label: 0
Pair: (CB-7398, CB-922), Cosine Score: 0.6225917339324951, Label: 0
Pair: (CB-2736, CB-3957), Cosine Score: 0.7044060826301575, Label: 0
Pair: (CB-126, CB-10194), Cosine Score: 0.6394019722938538, Label: 0
Pair: (CB-5801, CB-3690), Cosine Score: 0.6583641171455383, Label: 0
Pair: (CB-1504, CB-2725), Cosine Score: 0.41901862621307373, Label: 0
Pair: (CB-7083, CB-6413), Cosine Score: 0.8835399746894836, Label: 0
Pair: (CB-7866, CB-1775), Cosine Score: 0.7141521573066711, Label: 0
Pair: (CB-7401, CB-4107), Cosine Score: 0.7908353805541992, Label: 0
Pair: (CB-8413, CB-3682), Cosine Score: 0.663488507270813, Label: 0
Pair: (CB-1279, CB-9288), Cosine Score: 0.5092951655387878, Label: 0
Pair: (CB-6369, CB-313), Cosine Score: 0.7803015112876892, Label: 0
Pair: (CB-5418, CB-3470), Cosine Score: 0.7888092994689941, Label: 0
Pair: (CB-266, CB-3991), Cosine Score: 0.9007997512817383, Label: 0
Pair: (CB-9733, CB-2361), Cosine Score: 0.7090641856193542, Label: 0
Pair: (CB-5487, CB-495), Cosine Score: 0.7020630836486816, Label: 0
Pair: (CB-1983, CB-2935), Cosine Score: 0.6645339727401733, Label: 0
Pair: (CB-8202, CB-9948), Cosine Score: 0.7376163005828857, Label: 0
Pair: (CB-8926, CB-5378), Cosine Score: 0.5650041103363037, Label: 0
Pair: (CB-2199, CB-4784), Cosine Score: 0.676706850528717, Label: 0
Pair: (CB-10016, CB-1046), Cosine Score: 0.5875497460365295, Label: 0
Pair: (CB-730, CB-3845), Cosine Score: 0.8192410469055176, Label: 0
Pair: (CB-7752, CB-6484), Cosine Score: 0.537680983543396, Label: 0
Pair: (CB-5112, CB-3167), Cosine Score: 0.6832187175750732, Label: 0
Pair: (CB-4903, CB-930), Cosine Score: 0.6392984986305237, Label: 0
Pair: (CB-6187, CB-8796), Cosine Score: 0.7758104205131531, Label: 0
Pair: (CB-2230, CB-7380), Cosine Score: 0.7353712916374207, Label: 0
Pair: (CB-1733, CB-1512), Cosine Score: 0.7465753555297852, Label: 0
Pair: (CB-2177, CB-4226), Cosine Score: 0.7852113842964172, Label: 0
Pair: (CB-1768, CB-9453), Cosine Score: 0.8526462316513062, Label: 0
Pair: (CB-9802, CB-3363), Cosine Score: 0.7730118036270142, Label: 0
Pair: (CB-8360, CB-7881), Cosine Score: 0.7712238430976868, Label: 0
Pair: (CB-590, CB-2508), Cosine Score: 0.7712917923927307, Label: 0
Pair: (CB-4890, CB-3237), Cosine Score: 0.7793576121330261, Label: 0
Pair: (CB-5349, CB-1356), Cosine Score: 0.7399322390556335, Label: 0
Pair: (CB-5271, CB-3260), Cosine Score: 0.8743407726287842, Label: 0
Pair: (CB-7952, CB-2495), Cosine Score: 0.7008968591690063, Label: 0
Pair: (CB-7524, CB-870), Cosine Score: 0.6658738255500793, Label: 0
Pair: (CB-8075, CB-2789), Cosine Score: 0.6231021285057068, Label: 0
Pair: (CB-927, CB-773), Cosine Score: 0.5990691184997559, Label: 0
Pair: (CB-3516, CB-5358), Cosine Score: 0.6313794851303101, Label: 0
Pair: (CB-4073, CB-6959), Cosine Score: 0.7713836431503296, Label: 0
Pair: (CB-5293, CB-3187), Cosine Score: 0.7023590207099915, Label: 0
Pair: (CB-8325, CB-3239), Cosine Score: 0.7703700065612793, Label: 0
Pair: (CB-7345, CB-9046), Cosine Score: 0.757645845413208, Label: 0
Pair: (CB-10298, CB-5180), Cosine Score: 0.7995182275772095, Label: 0
Pair: (CB-2793, CB-4084), Cosine Score: 0.7133132815361023, Label: 0
Pair: (CB-6393, CB-7126), Cosine Score: 0.7532049417495728, Label: 0
Pair: (CB-6590, CB-8064), Cosine Score: 0.7589114308357239, Label: 0
Pair: (CB-5488, CB-5646), Cosine Score: 0.4863610565662384, Label: 0
Pair: (CB-8293, CB-7723), Cosine Score: 0.6620902419090271, Label: 0
Pair: (CB-2342, CB-8269), Cosine Score: 0.6017628908157349, Label: 0
Pair: (CB-8819, CB-6463), Cosine Score: 0.6878511309623718, Label: 0
Pair: (CB-3312, CB-2716), Cosine Score: 0.6845835447311401, Label: 0
Pair: (CB-2503, CB-9178), Cosine Score: 0.7368637919425964, Label: 0
Pair: (CB-6292, CB-9351), Cosine Score: 0.7547028064727783, Label: 0
Pair: (CB-1964, CB-5207), Cosine Score: 0.605130136013031, Label: 0
Pair: (CB-8741, CB-3939), Cosine Score: 0.5513333082199097, Label: 0
Pair: (CB-1933, CB-7229), Cosine Score: 0.3871597349643707, Label: 0
Pair: (CB-2069, CB-6513), Cosine Score: 0.8620818853378296, Label: 0
Pair: (CB-6071, CB-7503), Cosine Score: 0.7542599439620972, Label: 0
Pair: (CB-6064, CB-528), Cosine Score: 0.7337250709533691, Label: 0
Pair: (CB-10358, CB-9967), Cosine Score: 0.725287914276123, Label: 0
Pair: (CB-8633, CB-6510), Cosine Score: 0.6588300466537476, Label: 0
Pair: (CB-3158, CB-2561), Cosine Score: 0.7813928723335266, Label: 0
Pair: (CB-9641, CB-6496), Cosine Score: 0.6470873951911926, Label: 0
Pair: (CB-2237, CB-7814), Cosine Score: 0.7569272518157959, Label: 0
Pair: (CB-2964, CB-1822), Cosine Score: 0.7985691428184509, Label: 0
Pair: (CB-8368, CB-8550), Cosine Score: 0.7503997087478638, Label: 0
Pair: (CB-320, CB-5246), Cosine Score: 0.681635856628418, Label: 0
Pair: (CB-6017, CB-9344), Cosine Score: 0.566423237323761, Label: 0
Pair: (CB-4278, CB-924), Cosine Score: 0.5286955237388611, Label: 0
Pair: (CB-1932, CB-8018), Cosine Score: 0.7470853328704834, Label: 0
Pair: (CB-5686, CB-5210), Cosine Score: 0.6144653558731079, Label: 0
Pair: (CB-6475, CB-6623), Cosine Score: 0.7319716811180115, Label: 0
Pair: (CB-5613, CB-9959), Cosine Score: 0.76454758644104, Label: 0
Pair: (CB-5891, CB-600), Cosine Score: 0.766181468963623, Label: 0
Pair: (CB-337, CB-7116), Cosine Score: 0.59462970495224, Label: 0
Pair: (CB-8657, CB-9885), Cosine Score: 0.6644487977027893, Label: 0
Pair: (CB-4747, CB-8076), Cosine Score: 0.5251519083976746, Label: 0
Pair: (CB-3380, CB-3173), Cosine Score: 0.6466498374938965, Label: 0
Pair: (CB-7807, CB-9981), Cosine Score: 0.7246079444885254, Label: 0
Pair: (CB-1129, CB-64), Cosine Score: 0.7147156596183777, Label: 0
Pair: (CB-1662, CB-9367), Cosine Score: 0.6061919927597046, Label: 0
Pair: (CB-3292, CB-7124), Cosine Score: 0.8526086211204529, Label: 0
Pair: (CB-10286, CB-2955), Cosine Score: 0.662719190120697, Label: 0
Pair: (CB-7849, CB-7981), Cosine Score: 0.7249327898025513, Label: 0
Pair: (CB-224, CB-6995), Cosine Score: 0.8039204478263855, Label: 0
Pair: (CB-6541, CB-7552), Cosine Score: 0.7633693218231201, Label: 0
Pair: (CB-10297, CB-3442), Cosine Score: 0.8350675106048584, Label: 0
Pair: (CB-4805, CB-6658), Cosine Score: 0.7025760412216187, Label: 0
Pair: (CB-1004, CB-3401), Cosine Score: 0.7355390787124634, Label: 0
Pair: (CB-2217, CB-8965), Cosine Score: 0.6060093641281128, Label: 0
Pair: (CB-314, CB-6019), Cosine Score: 0.7527526021003723, Label: 0
Pair: (CB-837, CB-9276), Cosine Score: 0.6310003995895386, Label: 0
Pair: (CB-2396, CB-9304), Cosine Score: 0.5686048269271851, Label: 0
Pair: (CB-6680, CB-5150), Cosine Score: 0.7859694361686707, Label: 0
Pair: (CB-7704, CB-4716), Cosine Score: 0.5729941129684448, Label: 0
Pair: (CB-8571, CB-3583), Cosine Score: 0.9335402250289917, Label: 0
Pair: (CB-10222, CB-5355), Cosine Score: 0.649649441242218, Label: 0
Pair: (CB-2368, CB-4052), Cosine Score: 0.8398943543434143, Label: 0
Pair: (CB-6588, CB-5566), Cosine Score: 0.8361467123031616, Label: 0
Pair: (CB-305, CB-10364), Cosine Score: 0.8339969515800476, Label: 0
Pair: (CB-7866, CB-6186), Cosine Score: 0.6786690354347229, Label: 0
Pair: (CB-292, CB-9356), Cosine Score: 0.5084879994392395, Label: 0
Pair: (CB-4795, CB-3175), Cosine Score: 0.6613674163818359, Label: 0
Pair: (CB-9636, CB-5350), Cosine Score: 0.73587566614151, Label: 0
Pair: (CB-3990, CB-9698), Cosine Score: 0.712785005569458, Label: 0
Pair: (CB-3366, CB-5941), Cosine Score: 0.7529233694076538, Label: 0
Pair: (CB-7676, CB-5253), Cosine Score: 0.6956897377967834, Label: 0
Pair: (CB-8942, CB-567), Cosine Score: 0.5377146601676941, Label: 0
Pair: (CB-3630, CB-1517), Cosine Score: 0.6515230536460876, Label: 0
Pair: (CB-4943, CB-10064), Cosine Score: 0.7933220863342285, Label: 0
Pair: (CB-9007, CB-1924), Cosine Score: 0.7314943671226501, Label: 0
Pair: (CB-158, CB-8166), Cosine Score: 0.8043408989906311, Label: 0
Pair: (CB-4763, CB-2931), Cosine Score: 0.8166549205780029, Label: 0
Pair: (CB-9798, CB-30), Cosine Score: 0.8163470029830933, Label: 0
Pair: (CB-5881, CB-5157), Cosine Score: 0.6438580751419067, Label: 0
Pair: (CB-7564, CB-6619), Cosine Score: 0.6450600028038025, Label: 0
Pair: (CB-3960, CB-1149), Cosine Score: 0.9232321381568909, Label: 0
Pair: (CB-1402, CB-543), Cosine Score: 0.7767837643623352, Label: 0
Pair: (CB-9969, CB-3911), Cosine Score: 0.6619905233383179, Label: 0
Pair: (CB-6436, CB-5797), Cosine Score: 0.8163196444511414, Label: 0
Pair: (CB-8619, CB-6746), Cosine Score: 0.666627824306488, Label: 0
Pair: (CB-8980, CB-662), Cosine Score: 0.6358751654624939, Label: 0
Pair: (CB-7090, CB-1756), Cosine Score: 0.8787412643432617, Label: 0
Pair: (CB-9043, CB-6804), Cosine Score: 0.5415748357772827, Label: 0
Pair: (CB-2749, CB-847), Cosine Score: 0.7291470170021057, Label: 0
Pair: (CB-294, CB-2504), Cosine Score: 0.6322188377380371, Label: 0
Pair: (CB-4964, CB-8193), Cosine Score: 0.4775206744670868, Label: 0
Pair: (CB-5868, CB-4664), Cosine Score: 0.6491589546203613, Label: 0
Pair: (CB-6254, CB-7513), Cosine Score: 0.5048618316650391, Label: 0
Pair: (CB-3784, CB-8541), Cosine Score: 0.7541745901107788, Label: 0
Pair: (CB-8706, CB-2066), Cosine Score: 0.632124125957489, Label: 0
Pair: (CB-880, CB-3657), Cosine Score: 0.6874992251396179, Label: 0
